tweet
#FreeStuff alert: Snap a photo of your tailgate using #CheerstoGameday &amp; you could win this sweet helmet from Bud L\xe2\x80\xa6 https://t.co/Vx7cwAtzDV'
RT @NashSevereWx: Severe Thunderstorm Warning will be extended for Davidson and Williamson Co east of 65 soon.'
"RT @NashSevereWx: You can track the storms yourself with radar, cameras, and our tweets. https://t.co/22mencrLLt'"
RT @NashSevereWx: Approaching severe thunderstorm line coverage https://t.co/NWS7yGwAAa'
"RT @TNJusticeCenter: Hey, #Nashville! Health insurance is way cheaper than you may think. Check it out for yourself at https://t.co/rBCISDl\xe2\x80\xa6'"
"ICYMI ... The streak is dead, but Fiala's pants are still very tight. https://t.co/CrQohLf3Nv"""
What You Should Be Drinking Now: Appalachian Sour at The Fox https://t.co/cUZgDIjvCh https://t.co/t0eBkPUinl'
"Splices: This weekend at the movies, 'Mudbound,' 'Justice League' and more. https://t.co/CWJ0Zgc435 https://t.co/3NRlYbAQtX"""
"RT @BitesBlog: New Heights Brewing celebrates a year of beer with a whole weekend of parties, starting today. https://t.co/6PhR3HGEoa https\xe2\x80\xa6'"
"RT @BitesBlog: Chef @HughAcheson is coming to Nashville to cook you tacos, as he promotes his new slow-cooker book. https://t.co/YniNypKCMg\xe2\x80\xa6'"
"RT @BitesBlog: The November Night Market at the Nashville Farmers' Market is tonight; the party is going indoors for the season. A highligh\xe2\x80\xa6"""
"RT @dpatrickrodgers: From resident recapper @AshSpurge\'s statement:\n\n""Nashville showed America what this city is all about: feeling sorry f\xe2\x80\xa6'"
".@NashvilleCMT's upcoming sixth season to be its last. https://t.co/lLWBjp17OI https://t.co/sqtua9yojT"""
"In October's Headline Homes, George Jones and Tammy Wynette\xe2\x80\x99s First Lady Acres changes hands again.\xe2\x80\xa6 https://t.co/wuksWateVv"""
RT @pithinthewind: The family of Jocques Clemmons and Metro Police Chief Steve Anderson are going back and forth over the terms of a propos\xe2\x80\xa6'
"ICYMI, a new podcast dropped last night. Good stuff from the best damn weather twitter you'll find \xe2\x80\x94 @NashSevereWx https://t.co/VOqXuNDSTA"""
"@HiLoCultCrit Off the top of our head, Kroger in Mt. Juliet.'"
"METROPOLITIK: What to expect when you're expecting a soccer stadium \xe2\x80\x94 Here's where things stand with the MLS bid.\xe2\x80\xa6 https://t.co/B5ts71TFSO"""
"Need a place to focus while you freelance? We're giving away a 3-month membership to @WeWork's new downtown office\xe2\x80\xa6 https://t.co/YdKyIDC3Uj"""
RT @ariedana: The @NashvilleScene and @scavendish are killing it on the podcasts this week. It\xe2\x80\x99s like he\xe2\x80\x99s stalking my must-read Twitter li\xe2\x80\xa6'
RT @NashSevereWx: Winter weather (and other stuff) pod with @scavendish has dropped. It was ... unscripted and fun. Fortunately for you pre\xe2\x80\xa6'
"NEW PODCAST: @NashSevereWx\ntalks to us about the Farmers Almanac, stupid apps, #Snowdome and winter weather\xe2\x80\xa6 https://t.co/7y0WtkBBTZ'"
"Greta Gerwig's @LadyBirdMovie \xe2\x80\x94 opening tomorrow at Green Hills \xe2\x80\x94 is a thoughtful teen comedy and an emotional anch\xe2\x80\xa6 https://t.co/NEtdLR3y6d"""
RT @NashvilleCream: The Spin caught @s_c_ striking a subtle balance in his @BrdgstoneArena show with @VicMensa.\nhttps://t.co/IDlEpcWZQ8 htt\xe2\x80\xa6'
.@GrekoStreetFood offers both traditional dishes and inspired takes on Greek cuisine. https://t.co/LlvHmZoIkc https://t.co/oHLFj5Uy9X'
"RT @NashvilleCream: Chris Gantry's long-shelved 'At the House of Cash' is out tomorrow via @dragcityrecords, and he plays @Grimeys tonight\xe2\x80\xa6"""
RT @ElliottStephenB: Board of Zoning Appeals just voted 4-2 to grant this appeal. The blow-up  doll in the window is NOT a strike against o\xe2\x80\xa6'
RT @NashvilleCream: .@noname powers through a cold to deliver a superb set at @Exit_In. \nhttps://t.co/EpLFctB0j8 https://t.co/ehC9awQlbM'
"RT @mseling: This week's @NashvilleScene has a winter calendar packed with rad stuff to do all season long. Pull it out and hang it up! htt\xe2\x80\xa6"""
RT @BitesBlog: You can enjoy the dinner that Henley chef R.J. Cooper (@chefrjdc) cooked at the James Beard House without traveling to NYC.\xe2\x80\xa6'
"RT @NashvilleCream: One more show, reportedly the final one in Garth's run, has been announced for Dec. 23. https://t.co/UJ0PeuNUz8"""
"Editor Adam Ross talks about the 500th issue of 'The Sewanee Review' in this week's 'Nashville Scene'\xe2\x80\xa6 https://t.co/Bh9qhzjD4g"""
