created_at,text
918638512143990784,2017-10-13 00:44:23,b'RT @BiscuitLoveNash: Thank you @NashvilleScene and @scavendish for giving our Hillsboro Village location some love! https://t.co/KWcmWW7SSP'
918638420544643072,2017-10-13 00:44:01,b'RT @RevBeccaStevens: Thank you to the @NashvilleScene for featuring @CafeThistle\xc2\xa0 https://t.co/KgY6ItPT3N'
918638362692595712,2017-10-13 00:43:47,b'RT @meribah: My dear friends @NashvilleScene are making me blush over here! &lt;3 \nhttps://t.co/mKuVzO4WmO'
918566946924265472,2017-10-12 20:00:00,"b""This year's Southern Festival of Books takes place this weekend in Nashville, and offers something for every reader\xe2\x80\xa6 https://t.co/11h1GURRqh"""
918546130014822401,2017-10-12 18:37:17,b'RT @DozenBakery: Wow! You guys continue to amaze us! The biggest thank you to our customers and the readers and writers at the @nashvillesc\xe2\x80\xa6'
918542156834508800,2017-10-12 18:21:30,b'RT @LilBanditMusic: Thanks so much @NashvilleScene for naming Breakfast Alone the best country album of the year! https://t.co/pFWsHUhenI'
918538798459473925,2017-10-12 18:08:09,"b""RT @thirdmanrecords: Congrats @MissMargoPrice, @NashvilleScene Readers' Poll Best Country Artist! Let the new record validate your vote: ht\xe2\x80\xa6"""
918536872435085314,2017-10-12 18:00:30,b'@PRButcher \xf0\x9f\x98\x98'
918536793406017537,2017-10-12 18:00:11,"b""RT @PRButcher: Thank you @NashvilleScene for making us your Writers' Choice for best #butcher. Love you, mean it. #nashville #37206 #meat"""
918536590443581441,2017-10-12 17:59:23,b'RT @mendesbob: Thanks @NashvilleScene for Best Metro Council Member...will try to live up to it!!! https://t.co/U6tRxaMDBQ'
918535196852543488,2017-10-12 17:53:51,"b'RT @SubcultureCafe: Thanks @NashvilleScene we are so honored!\nOur Churrasco was awarded ""Best Sandwich: Writer\'s Choice"" for the 2017 #best\xe2\x80\xa6'"
918534045692256256,2017-10-12 17:49:16,b'RT @jeffatwood: Cool new Preds podcast from @NashvilleScene  https://t.co/yZygxwyfbb'
918533824384061440,2017-10-12 17:48:23,"b""RT @scavendish: And Beard voters take note: Best Chef is split between 404's @MattBolus and Philip Krajeck of @RolfnDaughters\nhttps://t.co/\xe2\x80\xa6"""
918530240892293121,2017-10-12 17:34:09,"b""RT @scavendish: Best hot chicken goes to Aqui Hines and her @400DegreesHC. It's a great comeback story\nhttps://t.co/rfHRJl3bZk https://t.co\xe2\x80\xa6"""
918530208466169856,2017-10-12 17:34:01,"b'RT @scavendish: @softarchitect Best new restaurant is a tie between @nickysnashville and @henrietta_red, two places built around fabulous o\xe2\x80\xa6'"
918530163968761856,2017-10-12 17:33:51,b'RT @scavendish: Best restaurant is Bastion. @softarchitect is doing some of the highest end work with none of the pretension. https://t.co/\xe2\x80\xa6'
918528378088689664,2017-10-12 17:26:45,b'RT @BitesBlog: Tonight! Celebrate Hispanic Heritage Month and raise funds for Puerto Rico aid at @SalsaNashville. https://t.co/W1J5iVsPMY h\xe2\x80\xa6'
918524676309180416,2017-10-12 17:12:02,b'RT @daddyissuesband: Wow - what a sweet mid-tour surprise! Thanks infinitely to our bests at @NashvilleScene for naming us Best Punk Album\xe2\x80\xa6'
918524405336150016,2017-10-12 17:10:58,"b""Best Restaurant? New Restaurant? Hot Chicken? Barbecue? Bar? Brewery? We've got all the winners here #BON2017\xe2\x80\xa6 https://t.co/xegxk3r3Vt"""
918520452129153025,2017-10-12 16:55:15,"b'.@thecroftonshow on old movies: ""Film snobs pretend to like Battleship Potemkin to make everyone else feel dumb.""\xe2\x80\xa6 https://t.co/IGqtG1EzCX'"
918517919872581632,2017-10-12 16:45:11,b'RT @MIKEFLOSSMUSIC: thank you @NashvilleScene for awarding me Best Hip Hop album for TENNESSEE DAYDREAMS!!!!'
918512349258113029,2017-10-12 16:23:03,"b'RT @NashSevereWx: Woot! Thanks y\xe2\x80\x99all!!! (Is \xe2\x80\x9cwoot\xe2\x80\x9d outdated? It is, right?) https://t.co/ZDj1jImATZ'"
918511592551206912,2017-10-12 16:20:03,"b'RT @popsquad615: .@NashvilleScene gave @thisisphangs best pop single, @rlumrmusic best pop artist, P\xc3\x98PSQUAD best music community &amp; CL\xc3\x98VER b\xe2\x80\xa6'"
918511386422140929,2017-10-12 16:19:14,b'RT @thisisphangs: YO @NashvilleScene SAID I HAD THE BEST POP SINGLE OF THE YEAR . such a cool thing to wake up to this morning . love this\xe2\x80\xa6'
918511009492602881,2017-10-12 16:17:44,b'RT @AmalgamatedPCo: THE PRIVATES take home \xe2\x80\x98Best Short Film\xe2\x80\x99 from @NashvilleScene\xe2\x80\x99s Best of Nashville 2017. https://t.co/kGp31rVBmH https:/\xe2\x80\xa6'
918510029128589313,2017-10-12 16:13:50,"b""RT @AmerigoGazaway: Big shouts to @NashvilleScene for awarding #ACommonWonder as the year's best mash-up album. https://t.co/WYpNDEckoR"""
918509967048675329,2017-10-12 16:13:35,b'RT @avvalentine: Y\xe2\x80\x99all. Working a long day today but the news I made the list is carrying me through!!! I love you Nashville!!!!! https://t\xe2\x80\xa6'
918509934484049920,2017-10-12 16:13:28,"b'RT @rlumrmusic: Huge thanks to @NashvilleScene for voting me Best Pop artist in Nashville, and Always Been U as best Pop Song! \xe2\x9c\xa8\xf0\x9f\x8f\x86\xe2\x9c\xa8 Framily\xe2\x80\xa6'"
918509634499022850,2017-10-12 16:12:16,"b'@TwoMascots Pssst: Go to the readers\' tab. There\'s a ""Best Taco"" category.'"
918508627358601217,2017-10-12 16:08:16,"b'RT @iamstevenhale: We protect sources. If situation makes this a factor, I work w/ fearless women you can reach out to: @HaggardAmanda, @ca\xe2\x80\xa6'"
918508566440501248,2017-10-12 16:08:01,"b""RT @iamstevenhale: So it doesn't go without saying: If you know of / experience someone abusing power, victimizing women or anyone, we want\xe2\x80\xa6"""
918476357578846208,2017-10-12 14:00:02,"b'Best of Nashville 2017: The very best restaurants, shops, bars, artists, bands and more, decided by us and you.\xe2\x80\xa6 https://t.co/3izvSXeV3U'"
918460859466371072,2017-10-12 12:58:27,"b'@itsjjclark Ours, too. Thanks for the heads up.'"
918241560604659712,2017-10-11 22:27:02,b'RT @scavendish: Just arrived from the printer ... https://t.co/mdNwfyr3Jd'
918223432512188416,2017-10-11 21:15:00,"b""CAA's #YNP2017 is coming up, and we've got tickets via #freestuff to mix and mingle the night away @MMusicWorks\xe2\x80\xa6 https://t.co/ChCVASMFdv"""
918189128621199363,2017-10-11 18:58:42,b'RT @ParnassusBooks1: The grand opening of our airport store is underway! Ann busily signs copies of Commonwealth for travelers. #parnassuso\xe2\x80\xa6'
918184398654144512,2017-10-11 18:39:54,b'RT @BitesBlog: Pennington Distilling (@PDC_Nashville) to celebrate new rye whiskey with Hardest Harvest party https://t.co/LWeoRIkTS5 https\xe2\x80\xa6'
918180050050088960,2017-10-11 18:22:37,"b'The first episode of ""It\'s All Your Fault"" \xe2\x80\x94 our new Predators podcast \xe2\x80\x94 is live! A banner goes up and hands go up!\xe2\x80\xa6 https://t.co/H8EzWesUcR'"
918152913180119040,2017-10-11 16:34:47,b'RT @BitesBlog: Estate sale this week at the home of the late Hap Townes; will include some memorabilia from his noted restaurant. https://t\xe2\x80\xa6'
918119817776943111,2017-10-11 14:23:17,b'RT @scavendish: This is a very good thing to wake up to this morning. https://t.co/ZukCMGAA12'
918101858786344960,2017-10-11 13:11:55,b'RT @pithinthewind: From @AuntB: Sen. Bob Corker should not resign https://t.co/zARcPlDfEe https://t.co/ZaHmyRqtYJ'
917868712908283904,2017-10-10 21:45:28,"b'RT @pithinthewind: Metro Planning, Seed Space launch WeHome podcast\nhttps://t.co/LV93FYhklT https://t.co/9bQAqFbVsa'"
917859416728358913,2017-10-10 21:08:32,"b'RT @NashvilleCream: .@deertickmusic\'s ""Cocktail"" is a career-spanning tour diary [Fresh Vid] https://t.co/DCZOEArZkF https://t.co/GNMGLuxR0Z'"
917838712955908099,2017-10-10 19:46:16,"b""RT @BitesBlog: We tried to guess Oreo's new mystery flavor. Is it Froot Loops? Lemon? Or just hot garbage?\nhttps://t.co/ONbxq1iApf https://\xe2\x80\xa6"""
917827091126718465,2017-10-10 19:00:05,b'RT @NashvilleCream: .@JasonIsbell and the mighty 400 Unit kicked off their six-night run at @TheRyman last night. The Spin was there.  http\xe2\x80\xa6'
917798854757580800,2017-10-10 17:07:53,b'RT @BitesBlog: Better Know a Chef: @BrandonFrohne of @HollerandDash https://t.co/hguU0aVlaM https://t.co/ABjDNUxUkc'
917796389622566914,2017-10-10 16:58:05,b'RT @pithinthewind: Ground broken on new tiny-home village for people experiencing homelessness\nhttps://t.co/ApypRqZd1Z https://t.co/KHb2wmQ\xe2\x80\xa6'
917794946991755264,2017-10-10 16:52:21,"b""Tonight the @PredsNHL raise the Western Conference Champions banner. Here's what to look forward to this season:\xe2\x80\xa6 https://t.co/4vyfFUOVqT"""
917793228669243392,2017-10-10 16:45:32,"b""RT @NashvilleCream: In their new vid for 'Bottle Rocket,' @theweeks take on @birdcloudusa, @DiarrheaPlanet and more in a go-kart battle. ht\xe2\x80\xa6"""
917470444764254214,2017-10-09 19:22:54,b'RT @pithinthewind: .@AuntB: Preserving Fort Negley and the land around it is vital precisely because its history is so difficult https://t.\xe2\x80\xa6'
917439453324603392,2017-10-09 17:19:45,"b'RT @NashvilleCream: Kid Rock talked LGBT rights, the anthem, his ""dick"" in a profanity-laden Fish Fry stump speech. Read the transcript. ht\xe2\x80\xa6'"
917435708033454080,2017-10-09 17:04:52,"b'RT @BitesBlog: Godavari, a franchise specializing in South Indian cuisine, is coming to Brentwood. https://t.co/opClY4pIfp https://t.co/DBW\xe2\x80\xa6'"
917433670599880704,2017-10-09 16:56:46,"b""RT @BitesBlog: Taste of Nashville tix on sale: Try samples from some of city's favorite restaurants, bars, distilleries, breweries https://\xe2\x80\xa6"""
917415163548008450,2017-10-09 15:43:14,"b""Coming this Wednesday: 'It's All Your Fault,' a @PredsNHL podcast with @BoclairSports and @mseling. Subscribe today\xe2\x80\xa6 https://t.co/PY4psXMNqr"""
917386407424995329,2017-10-09 13:48:58,"b'""If the senator believes Trump is unfit for office, he can do something about it."" https://t.co/cDhreX0edo'"
916797767095410688,2017-10-07 22:49:55,"b""Often Imitated, Never Replicated: 'Blade Runner 2049' features flaws, visual magic. https://t.co/0SQO1I1XgI https://t.co/Pw75Bhb1Q5"""
916770860685389824,2017-10-07 21:03:00,b'Win a pair of tickets to Pete Yorn: You &amp; Me (Solo Acoustic Tour) at 3rd and Lindsley! \n\nhttps://t.co/i2AOJob4fh https://t.co/QNsLsdOqR8'
916708437005946880,2017-10-07 16:54:57,"b""Our review of 'Ex Libris,' Frederick Wiseman's stroll through the New York Public Library. Now at @Belcourt.\xe2\x80\xa6 https://t.co/Hhi5z5YtqN"""
916696019806629888,2017-10-07 16:05:37,"b""RT @mseling: Before the Preds take on the Penguins tonight, listen to this week's @NashvilleScene podcast! WE'RE TALKIN' HOCKEY! https://t.\xe2\x80\xa6"""
916694617000632320,2017-10-07 16:00:02,"b""'Welcome Home,' a collection of short stories edited by @ericsmithrocks, focuses on adoption.\xe2\x80\xa6 https://t.co/dKDyZx8hJo"""
916679510665289729,2017-10-07 15:00:01,"b""Cheap Eats: @tailgatebeer's Pepperoni Feta Pizza, $10, is an ideal pub snack. https://t.co/eKUQpa1eBv https://t.co/YbFKfEnI9U"""
916420006421893121,2017-10-06 21:48:50,b'Comedian Ralphie May dies at 45 after suffering cardiac arrest. https://t.co/Ejn1cif8Dh https://t.co/0wXh1iWdQb'
916374715350036480,2017-10-06 18:48:52,"b""Documentary master Frederick Wiseman goes long on the library in 'Ex Libris,' opening this evening @Belcourt.\xe2\x80\xa6 https://t.co/m25ME5SS76"""
916355271471091712,2017-10-06 17:31:36,"b""RT @NashvilleCream: .@beccamancari tells the Scene about what went into making her debut LP 'Good Woman,' out Friday, Oct. 6.\nhttps://t.co/\xe2\x80\xa6"""
916338367167680512,2017-10-06 16:24:26,"b""RT @dpatrickrodgers: The @Belcourt is paying tribute to Harry Dean Stanton all month long, starting with the premiere of 'Lucky' today. htt\xe2\x80\xa6"""
916337693289844737,2017-10-06 16:21:45,"b'RT @NashvilleCream: Creamy crooner @samsmithworld will play @BrdgstoneArena come July, and tickets go on sale next week. https://t.co/IAWal\xe2\x80\xa6'"
916335488117739520,2017-10-06 16:12:59,"b'RT @BitesBlog: Loews Vanderbilt hotel embraces local businesses, like @YazooBrew and @FrothyMonkey, with Flavors program. https://t.co/TlVT\xe2\x80\xa6'"
916319630075015170,2017-10-06 15:09:58,"b'RT @NashvilleCream: Florida Georgia Line, Thomas Rhett and Luke Combs have all stepped away from their association with the NRA.\nhttps://t.\xe2\x80\xa6'"
916294247808229378,2017-10-06 13:29:07,"b'RT @pithinthewind: On Guns: Two Americas, from @brucebarry  https://t.co/imrKULXQYo https://t.co/hiJ0I9t4wv'"
916068544303026177,2017-10-05 22:32:15,b'RT @BitesBlog: Have fun with the goats: Fall Family Days at @NobleSprings Dairy https://t.co/yhG2CAlLEU https://t.co/XOsbRFrrxK'
916060435182362624,2017-10-05 22:00:01,"b'Often Imitated, Never Replicated: @BladeRunner 2049 features flaws, visual magic\nhttps://t.co/0SQO1HKlS8 https://t.co/lqvoNdUH2f'"
916037781968875520,2017-10-05 20:30:01,b'Tips for enjoying @OktoberfestNash and the opening of sausage-centric @VonElrods in Germantown.\xe2\x80\xa6 https://t.co/xRE0INC2FN'
916034558906089472,2017-10-05 20:17:12,"b""RT @dpatrickrodgers: Have a look at @MasterJonBurr's rock-solid review of 'Blade Runner 2049,' his very first film review for us. https://t\xe2\x80\xa6"""
916015136845869057,2017-10-05 19:00:02,"b'Splices: Doctober, ""Blade Runner 2049"" and ""Lucky"" https://t.co/pxHjGs5AHT https://t.co/ZnPgxF8AeM'"
916001290567614464,2017-10-05 18:05:00,"b'Now in its 11th year, the International Black Film Festival (Oct. 5-8 at several locations) broadens its scope.\xe2\x80\xa6 https://t.co/ubDHR8YRCz'"
915992855965036544,2017-10-05 17:31:29,"b""On this week's podcast, we talk about the @PredsNHL, expectations and @RyanJohansen19's new puppy.\xe2\x80\xa6 https://t.co/lJKD9eCubs"""
915973500090949632,2017-10-05 16:14:35,"b'""For Corker to turn up now describing Trump as some torrential wave of chaos held at bay only by the efforts of a f\xe2\x80\xa6 https://t.co/LPJUV8p5VF'"
915939645996830720,2017-10-05 14:00:03,"b'The @PredsNHL have proven they can go the distance. So, now what? https://t.co/mWijtk7Qx3 https://t.co/kHP7zwtGWI'"
915681617129197570,2017-10-04 20:54:44,b'RT @NashvilleCream: What will it take for the country music community to get beyond thoughts and prayers as a reaction to gun violence?\nhtt\xe2\x80\xa6'
915657133215109125,2017-10-04 19:17:27,"b'With all the talk about the monuments we should take down, here are some we need to build.  https://t.co/ikWhioZBUi https://t.co/OXJHw6j7WW'"
915639712471244806,2017-10-04 18:08:13,"b'RT @BitesBlog: Restaurants plan events for Puerto Rico hurricane relief, including @slocosammies and @blvdNashville. https://t.co/VF8kjc2Lm\xe2\x80\xa6'"
915638296054784003,2017-10-04 18:02:36,"b""RT @NashvilleCream: Before Thursday's performance at @OZNashville,  @TracySilverman discusses his new multimedia concerto.\nhttps://t.co/zYi\xe2\x80\xa6"""
915619305689174017,2017-10-04 16:47:08,"b'RT @pithinthewind: .@AuntB: Once people live in a park, it\xe2\x80\x99s no longer a park.\nhttps://t.co/5zyrqlmJdF https://t.co/uRlPTLnmHn'"
915578160544133120,2017-10-04 14:03:38,"b""RT @NashvilleCream: Before Wednesday's show, a critical look at @CRYSTALCASTLESS' evolution after a split with its original singer.\nhttps:/\xe2\x80\xa6"""
915264266822963200,2017-10-03 17:16:20,"b""RT @BitesBlog: .@CityWineryNSH brings back 'Vine to Glass: Wine Bootcamp.' https://t.co/oih2a5HQE1 https://t.co/d7KtjdvM2J"""
915262904638824449,2017-10-03 17:10:55,"b'RT @BitesBlog: Food, crafts, dance, culture and more: Enjoy the Celebrate Nashville Cultural Fest this weekend. https://t.co/RL6lMGCL5h htt\xe2\x80\xa6'"
915240823138201601,2017-10-03 15:43:11,"b""PODCAST: What Vandy's Perry Wallace, who broke the SEC color barrier, has in common with the NFL protests\xe2\x80\xa6 https://t.co/EooLRTHY67"""
915236203816980480,2017-10-03 15:24:49,"b""Today's @AuntB: Responsible gun owners, you have to fix this\nhttps://t.co/jF1ZnnJdx6 https://t.co/Uf99F5wklx"""
915227523717484545,2017-10-03 14:50:20,"b'ICYMI, here are the details and council reaction to the proposed stadium deal https://t.co/j7qugHPWOB'"
915214870102052864,2017-10-03 14:00:03,"b""The moniker 'Music City' fits: An extraordinarily diverse array of performers comes to the Schermerhorn tonight.\xe2\x80\xa6 https://t.co/osr91v8uLy"""
914991567865286657,2017-10-02 23:12:44,"b'Updated with Council quotes, more details. https://t.co/j7qugHPWOB'"
914953276747128832,2017-10-02 20:40:34,"b'RT @NashvilleCream: The Spin took the ride to Cumberland Caverns with @MissMargoPrice, @JoshuaHedley, @lilliemae_music\n&amp; Craig Brown. https\xe2\x80\xa6'"
914945294751674368,2017-10-02 20:08:51,"b'Mayor proposes $275M soccer stadium. Team covers $250M, City in for $25M, would issue bonds\nhttps://t.co/GwnhFt0x10 https://t.co/E6x5teogpL'"
914945200010797056,2017-10-02 20:08:29,"b'RT @dpatrickrodgers: So long, Tom.\n\nPhoto by @angelinahahah for @NashvilleScene at @Bonnaroo 2013. https://t.co/uibtrRnIwW'"
914939322905894912,2017-10-02 19:45:07,"b'RT @iamstevenhale: Mayor\'s office spox @Sean_Braisted tells me ""we have to put a stadium deal in place first."" If this is true, he doesn\'t\xe2\x80\xa6'"
914930736062435330,2017-10-02 19:11:00,"b""We're rolling out an exclusive invitation to our Scene Insiders tomorrow! Want it to hit your inbox? Sign up here:\xe2\x80\xa6 https://t.co/V4eKtc9il8"""
914917679563190277,2017-10-02 18:19:07,b'CoreCivic paid Metro $15K to treat 55 employees with scabies: https://t.co/UDtBs7477F https://t.co/uSFXybfsgt'
914909400661405699,2017-10-02 17:46:13,b'RT @pithinthewind: .@AuntB on the white privilege of forgetting white sins. https://t.co/dsfdmpbwrG https://t.co/pS6NYyslv7'
914894500480372736,2017-10-02 16:47:01,"b'RT @pithinthewind: .@MayorMeganBarry, @CountryMusic address concert safety, announce vigil after #LasVegasShooting. https://t.co/K0vdglNRyi'"
914893436351852544,2017-10-02 16:42:47,"b""RT @BitesBlog: Here's our First Bite early look at the new cafe at @thistlefarms. https://t.co/AblrT2eels https://t.co/CuUzFOcVI5"""
914891579625795589,2017-10-02 16:35:25,b'RT @BitesBlog: Chefs to gather at @GreenDoorCSA to cook a grand meal at Fall Crush benefit for @mssociety Mid South Chapter. https://t.co/D\xe2\x80\xa6'
914861252396150789,2017-10-02 14:34:54,"b""RT @pithinthewind: Metro Public Defender won't seek re-election\nhttps://t.co/A2850P86dd https://t.co/X7at2AcBvH"""
914856499431788544,2017-10-02 14:16:01,"b'After a breakup, a beginners\xe2\x80\x99 dance class helps our writer find her groove. https://t.co/jJPdDrnDq7 https://t.co/LHwcrtMDeY'"
914841141358600192,2017-10-02 13:14:59,"b""Mayor Barry's statement on Las Vegas ... https://t.co/4qAFBvNjb9"""
914595786935214080,2017-10-01 21:00:02,b'Win to tickets to Lightning 100 Nashville Sunday Night at 3rd and Lindsley - Wild Cub with Myzica and Yon Ort!\xe2\x80\xa6 https://t.co/q9rIoFeerE'
914173244923568128,2017-09-30 17:01:00,"b'.@Trevornoah, whose unpredictability makes him worth hearing out, comes to @TheRyman tonight.\xe2\x80\xa6 https://t.co/pz8Jj7zrJv'"
914171755991887875,2017-09-30 16:55:05,"b'With all the talk about which monuments should be removed, here are 10 Tennesseans we should memorialize.\xe2\x80\xa6 https://t.co/JVGNisec6Q'"
914129747369656323,2017-09-30 14:08:10,"b""On this week's Scene podcast, we talk to Andrew Maraniss (@trublu24) about Perry Wallace and the #TakeAKnee protest\xe2\x80\xa6 https://t.co/l057zpS5bU"""
913870170547990529,2017-09-29 20:56:42,"b'You can get the Scene podcast on iTunes\nhttps://t.co/18kHLVLt0H\n\nStitcher, Soundcloud and TuneIn https://t.co/rUEESC8HWU'"
913855816880545794,2017-09-29 19:59:40,"b'The Nashville Jewish Film Festival announces the lineup for its 17th installment, Oct. 17-Nov. 11.\xe2\x80\xa6 https://t.co/40Q8oQpo9F'"
913853496956526592,2017-09-29 19:50:26,"b""Splices: This week at the movies, Italo Shock!, 'Woodshock,' Tom Cruise schlock and more. https://t.co/vXXvspeoqg https://t.co/hdeZWET6IU"""
913853249064767488,2017-09-29 19:49:27,"b'.@slimandhuskys brings a neighborhood together; with pizza and music, friends create an anchor for Buchanan Street.\xe2\x80\xa6 https://t.co/XCR6oncjtV'"
913851421744869378,2017-09-29 19:42:12,b'RT @StephSammons: @erictoya All over the place! Pick up the @NashvilleScene and see what\xe2\x80\x99s happening this week.'
913825913229504512,2017-09-29 18:00:50,"b""RT @NashvilleCream: Ahead of Friday's show at @Exit_In, @theafghanwhigs' Greg Dulli talks about looking for light in the dark places. https\xe2\x80\xa6"""
913810121389756417,2017-09-29 16:58:05,"b""RT @scavendish: Sorry, but if you're charging people 460% APR, you don't get to have the moral high ground on a protest https://t.co/msDyaR\xe2\x80\xa6"""
913796212293283840,2017-09-29 16:02:49,b'RT @BitesBlog: .@PredsNHL roll out new food and beverage options. Catfish tacos!\nhttps://t.co/GYIbEce2QJ https://t.co/1vAVFoRGY8'
913793580728295425,2017-09-29 15:52:21,"b'The latest from Advice King @thecroftonshow: Should you invest in bitcoin? Well, how do you feel about Skee-Ball?\xe2\x80\xa6 https://t.co/rLeeH03sTI'"
913782280069492737,2017-09-29 15:07:27,"b""RT @NashvilleScene: Splices: Italo Shock!, 'Woodshock' and Tom Cruise schlock, this week at the movies. https://t.co/vXXvspeoqg https://t.c\xe2\x80\xa6"""
913765312587194369,2017-09-29 14:00:02,b'Drones? Gum? BACHELORETTES? Four ways we can block that terrible Nathan Bedford Forrest statue.\xe2\x80\xa6 https://t.co/pKXq51hFuD'
913753737734311936,2017-09-29 13:14:02,"b'RT @NashvilleScene: With all the talk about which monuments should be removed, here are some historical figures we should memorialize. http\xe2\x80\xa6'"
913542854651318272,2017-09-28 23:16:04,"b'Cocaine Cowboy: ""American Made"" is an inch deep, but a lot of fun. https://t.co/6U9h6jFrE1 https://t.co/hsgKxuzdam'"
913535417953251328,2017-09-28 22:46:30,b'RT @HaggardAmanda: We did this cool/great package at the @NashvilleScene about folks we think deserve a monument: https://t.co/66InKvpQ2S'
913478422319583233,2017-09-28 19:00:02,"b""Splices: Italo Shock!, 'Woodshock' and Tom Cruise schlock, this week at the movies. https://t.co/vXXvspeoqg https://t.co/nIwpLrYqy2"""
913472100618383363,2017-09-28 18:34:54,"b""Podcast Ep. 9 \xe2\x80\x94 Perry Wallace and the NFL protests featuring 'Strong Inside' author, @trublu24.\xe2\x80\xa6 https://t.co/mgE3twVvto"""
913464739421937666,2017-09-28 18:05:39,"b""RT @NashvilleCream: 'Now,' @ShaniaTwain's first full-length in 15 years, is a raw, gutsy album from an icon. Here's what you'll hear.\nhttps\xe2\x80\xa6"""
913463329758367744,2017-09-28 18:00:03,"b""'Battle of the Sexes' (@billievsbobby, opening in theaters tomorrow) tells a very important story pretty well.\xe2\x80\xa6 https://t.co/AAaKxWfeaL"""
913452154198913024,2017-09-28 17:15:39,b'RT @NashvilleCream: .@KeshaRose brings the house down at powerful hometown @TheRyman show. https://t.co/Z7z78vDwge https://t.co/Xfu3vMvOny'
913450786809630720,2017-09-28 17:10:13,b'RT @jmeacham: The Monuments We Need https://t.co/srUjU9qDEk'
913448236173676545,2017-09-28 17:00:05,"b""Author Celeste Ng will discuss 'Little Fires Everywhere' with Shanthi Sekaran tonight at @ParnassusBooks1.\xe2\x80\xa6 https://t.co/CBJnlGNi7E"""
913447743548518400,2017-09-28 16:58:07,"b'RT @iamstevenhale: \xe2\x80\x9cI try to imagine if you could pluck that [plant] up and drop it in Belle Meade, what would happen?They\xe2\x80\x99d be raising hol\xe2\x80\xa6'"
913437962255380480,2017-09-28 16:19:15,"b'RT @ElliottStephenB: For this, I wrote about Z. Alexander Looby, whose origin story is so Hamiltonian, @Lin_Manuel should write a musical a\xe2\x80\xa6'"
913437344144986112,2017-09-28 16:16:48,"b""RT @BitesBlog: Parks-loving 'Ale for the Trail' beer fest to raise money for @FOWPNashville and @SORBAMidTN. https://t.co/vVuXDLmY4s https:\xe2\x80\xa6"""
913435069460746240,2017-09-28 16:07:46,b'RT @BitesBlog: Better Know a Bartender: Lesley Smith of @lttleoctopus https://t.co/wkyxBdYqJ7 https://t.co/0OEpKdYVmw'
913434228066603008,2017-09-28 16:04:25,"b""RT @NashvilleCream: Word to the Rey-heads: @LanaDelRey's 'L.A. to the Moon' tour is coming to @BrdgstoneArena.\nhttps://t.co/0PktbYX5qq http\xe2\x80\xa6"""
913421267340054528,2017-09-28 15:12:55,"b""RT @pithinthewind: Titans' @_RMatthews will donate $75,000 to organizations working in oppressed communities. https://t.co/iV0xJuu9DV https\xe2\x80\xa6"""
913418021066043392,2017-09-28 15:00:01,"b'After losing quarry fight, Old Hickory residents say they\xe2\x80\x99re being overwhelmed by asphalt plant.\xe2\x80\xa6 https://t.co/eXm0JOWTZm'"
913402938185334784,2017-09-28 14:00:05,"b'With all the talk about which monuments should be removed, here are some historical figures we should memorialize.\xe2\x80\xa6 https://t.co/v9LOYz6UND'"
913243013752778752,2017-09-28 03:24:36,"b'RT @dpatrickrodgers: .@KeshaRose closing her @TheRyman set with an emotional rendition of ""Praying."" https://t.co/sLNXV4zPVu'"
913162957202366464,2017-09-27 22:06:29,b'New to town? Want to get out more? Become a Scene Insider. and get your weekend plans delivered to your inbox.\xe2\x80\xa6 https://t.co/QTVmISgaBK'
913151682976124928,2017-09-27 21:21:41,b'Breaking: Vanderbilt will not be part of any potential stadium deal at the Fairgrounds. #mls\xe2\x80\xa6 https://t.co/2WnIjlsJVZ'
913078839718350853,2017-09-27 16:32:14,b'Islamic Center of Nashville brings Blessing Box to 12South. https://t.co/ImXsiQWMHj https://t.co/NB5uMnSoam'
913063821207629824,2017-09-27 15:32:33,"b""RT @NashvilleCream: Check out @Bully's 'Kills to Be Resistant,' a new track looking the complications of closeness in relationships. https:\xe2\x80\xa6"""
913044929143853059,2017-09-27 14:17:29,"b""RT @NashvilleCream: Tonight's the night! @KeshaRose\nheadlines @TheRyman with support from @savoymotel. https://t.co/Z06yMlwIX8 https://t.co\xe2\x80\xa6"""
913028996958445568,2017-09-27 13:14:10,"b"".@BoclairSports: These NFL protests should be familiar to us if we've paid attention to history at all\xe2\x80\xa6 https://t.co/P91JXvyZ9N"""
912796766998851585,2017-09-26 21:51:22,"b'RT @iamstevenhale: Cooper\'s office tells me he\'s staying put. ""He is honored to serve Middle Tennessee in the U.S. House and he is running\xe2\x80\xa6'"
912774464793907206,2017-09-26 20:22:45,b'Bob Corker will not seek re-election in 2018.\nhttps://t.co/FQaldUUQEp https://t.co/gCRdDvyYhI'
912764377396338688,2017-09-26 19:42:40,b'Sources: Cochon Butcher in Nashville to close.\nhttps://t.co/d6eLLcQVTk https://t.co/sPbWLO167e'
912757086739664896,2017-09-26 19:13:42,"b""RT @pithinthewind: Study highlights Tennessee's harsh driver's license suspension policies.\nhttps://t.co/V5RdYYd10C https://t.co/CYNKmQ9p4K"""
912716526934986752,2017-09-26 16:32:32,b'RT @BitesBlog: .@HuskNashville introduces elevated meat-and-three lunch deal. https://t.co/vxw0yrqKu0 https://t.co/kV9GscR0M5'
912715469894950912,2017-09-26 16:28:20,"b""RT @BitesBlog: Upcoming 'modern steakhouse,' \n@deaconsnewsouth, names chef and GM. https://t.co/DEGknpKSvR https://t.co/DzNbUrbvLL"""
