created_at,text
861943853959454721,2017-05-09 14:00:03,"b""Here's why you need to hear @ShebaKarim discuss 'That Thing We Call a Heart,' tonight at @ParnassusBooks1.\xe2\x80\xa6 https://t.co/5qQVzuNG9c"""
861942075817955328,2017-05-09 13:52:59,"b""RT @pithinthewind: House refuses to honor Kay West: What's the Legislature's issue with strong Nashville women?\n https://t.co/ECapb1h6rc ht\xe2\x80\xa6"""
861940794957197312,2017-05-09 13:47:54,"b""House refuses to honor Kay West: What's the Legislature's issue with strong Nashville women?\xe2\x80\xa6 https://t.co/wnndMn795W"""
861929738713092096,2017-05-09 13:03:58,"b'When Nike put together a team to try and break the world marathon record, they relied on a former TN state champ\xe2\x80\xa6 https://t.co/LEIaqWcQU2'"
861719140511481861,2017-05-08 23:07:07,"b'RT @NashvilleCream: Heads up, hip-hop heads: @thepharcyde, or Imani and Bootie, at least, are coming to @BasementEast. https://t.co/uMc6MAV\xe2\x80\xa6'"
861690247679279105,2017-05-08 21:12:19,"b""RT @CountryLifeBlog: Trailer Park: Blockbustin' makes me feel good. 'Dunkirk!' 'Wonder Woman!' 'Blade Runner!' https://t.co/lGspYIYh3e http\xe2\x80\xa6"""
861689237678239744,2017-05-08 21:08:18,b'@nashvillesounds @newleashonline @TitosVodka What good doggos! They look like they might want to join the\xe2\x80\xa6 https://t.co/58RyL1JMsg'
861672111110316033,2017-05-08 20:00:15,b'RT @NashvilleCream: Mark your calendar: @againstme plans a glorious return to Nashville! https://t.co/EuMh3Ok1KT https://t.co/zp1zPbUoPY'
861665675072417792,2017-05-08 19:34:40,"b""RT @pithinthewind: U.S. Rep. Marsha Blackburn holds event with Kellyanne Conway, won't let media inside\nhttps://t.co/UtSyCXJgzW https://t.c\xe2\x80\xa6"""
861655133716971520,2017-05-08 18:52:47,"b'RT @NashvilleCream: Elliston Place Street Fest comes back to @Exit_In and @EndNashville with @TheWildFeathers, @lilliemae_music, more. http\xe2\x80\xa6'"
861639813212119042,2017-05-08 17:51:54,"b""RT @BitesBlog: A first look at Lulu, Miranda Pontes' new fast-casual restaurant in Germantown; it opens tomorrow. ... (link added) https://\xe2\x80\xa6"""
861622097411551232,2017-05-08 16:41:30,"b""RT @BitesBlog: We have a First Bite on Lulu Nashville, Miranda Pontes' new fast-casual restaurant in Germantown; it opens tomorrow. https:/\xe2\x80\xa6"""
861618266082553856,2017-05-08 16:26:17,b'RT @BitesBlog: Planning a road trip to the new @IKEAUSA in Memphis? @CeeElCee rounds up several places to eat along the way. https://t.co/7\xe2\x80\xa6'
861609070528266241,2017-05-08 15:49:44,"b""RT @HaggardAmanda: I'm covering the @MarshaBlackburn event with @KellyannePolls. This is the scene outside the Omni. https://t.co/4bSV18Bfij"""
861608314135867392,2017-05-08 15:46:44,b'Some really fantastic pets joined the #ScenePetParty over the weekend. Just look at all the sweet faces!\xe2\x80\xa6 https://t.co/46ZzoeZvwi'
861601892111192067,2017-05-08 15:21:13,b'Fun fact: A group of pugs is called a grumble. https://t.co/VMcxCZPI80 https://t.co/Ksj7mcqT43'
861600079735599104,2017-05-08 15:14:01,"b""RT @pithinthewind: Archives aren't just for professionals. @AuntB:\nhttps://t.co/RLzzNWcrqw https://t.co/nffRD9pEW7"""
861596564342546433,2017-05-08 15:00:03,"b""Ahead of his show at @FranklinTheatr, @JustinTEarle discusses looking outward (and back) on 'Kids in the Street.'\xe2\x80\xa6 https://t.co/qEwJ4ZW4mv"""
861593205162356737,2017-05-08 14:46:42,b'RT @BillDazzle: This photo was taken from the soon-to-open Division Street viaduct. https://t.co/NeWXbttVrI'
861588545642926082,2017-05-08 14:28:11,"b'For Ryan Johansen, timing is everything as @PredsNHL finish off Blues, head to Western Conference Finals\xe2\x80\xa6 https://t.co/m96Pf6upUE'"
861583627196534788,2017-05-08 14:08:38,"b""RT @NashvilleCream: Some of the best bands didn't intend to be bands at all. Case in point: @nehi_band, playing @thehighwatt tonight. \nhttp\xe2\x80\xa6"""
861583533416042496,2017-05-08 14:08:16,"b""RT @CountryLifeBlog: .@DavidGrann discusses 'Killers of the Flower Moon,' an unsettling but very real history, at @ParnassusBooks1. https:/\xe2\x80\xa6"""
861581463187202048,2017-05-08 14:00:02,"b"".@DavidGrann discusses 'Killers of the Flower Moon,' an unsettling but very real history, at @ParnassusBooks1.\xe2\x80\xa6 https://t.co/KkafR9Fsm8"""
861343517624369152,2017-05-07 22:14:32,"b'Fans outside Bridgestone really want to see the Blues smash car get flipped, but a nearby Metro officer said, ""That\xe2\x80\xa6 https://t.co/AXJwycBxYU'"
861342832824549376,2017-05-07 22:11:48,b'PREDS WIN! ROUND 3 HERE WE COME! https://t.co/i5wI5rWtQZ'
861337840105512965,2017-05-07 21:51:58,b'RT @PredsNHL: History = MADE. See you in the #WesternConferenceFinal. #STLvsNSH https://t.co/2Gh7Cgxbcd'
861337806920175616,2017-05-07 21:51:50,"b'RT @scavendish: I would give anything for the @PredsNHL to play ""Send in the Clowns"" for Milbury'"
861264371141402624,2017-05-07 17:00:02,"b"".@FristCenter's 'Secrets of Buddhist Art' closes today, with the ceremonial removal of the sand mandala.\xe2\x80\xa6 https://t.co/lBDe60kawi"""
861249275069513728,2017-05-07 16:00:03,"b""Love following Doug the Pug on Instagram? Here are 8 more furry friends who'll keep your feed filled with cuteness.\xe2\x80\xa6 https://t.co/ITicqefX65"""
861234175772250113,2017-05-07 15:00:03,"b'Q&amp;A: New Yorker writer @DavidGrann on the Osage murders, birth of the FBI and his book ""Killers of the Flower Moon""\xe2\x80\xa6 https://t.co/8zIBBCzcnK'"
860943504155058177,2017-05-06 19:45:01,"b""Here's why you need to see @distractiontc's production of 'Complete Works of William Shakespeare (Abridged).'\xe2\x80\xa6 https://t.co/PkVVFVgNjT"""
860932187838918656,2017-05-06 19:00:03,"b'Cheap Eats: The 2:17 Special \xe2\x80\x94 $6 regular, $9 large \xe2\x80\x94 at @dukesnashville https://t.co/PWjG63bcm6 https://t.co/9XoPFSJZti'"
860917087639916544,2017-05-06 18:00:03,"b""Garrison Keillor brings a bevy of talent to tonight's salute to @TheRyman: @FiskJubileeSing, @RickySkaggs, more.\xe2\x80\xa6 https://t.co/ZgHGj06bgc"""
860895183235198979,2017-05-06 16:33:00,"b'A day at Nashville\xe2\x80\x99s exotic creature emporium, where you can buy a 15-foot reticulated python on a whim.\xe2\x80\xa6 https://t.co/TbaG0d9mEX'"
860886879494864896,2017-05-06 16:00:01,"b'In our latest @VodkaYonic: Sailing the sea of infertility, one woman changes course. https://t.co/SnBmSB0oks https://t.co/UBnDeTBVOj'"
860879332104957953,2017-05-06 15:30:01,"b'.@SevierParkFest continues today with loads of activities and performances from @elelmusic, @WXNAfm DJs &amp; lots more\xe2\x80\xa6 https://t.co/njqdtjYi4W'"
860875557361389571,2017-05-06 15:15:01,"b'Two trends collide when Doug the Pug ""pawtographs"" his coloring book, today at @ParnassusBooks1.\xe2\x80\xa6 https://t.co/lyguvKw2ZH'"
860871098585554945,2017-05-06 14:57:18,"b'Populism, belonging and inside jokes at Trump\xe2\x80\x99s reality show rally\nhttps://t.co/1d9jyJpHhI https://t.co/WoTMhNUrb1'"
860867499318951937,2017-05-06 14:43:00,"b""Been dreaming of strawberry season all winter? Satisfy your cravings today at @nashfarmmarket's Strawberry Jubilee.\xe2\x80\xa6 https://t.co/NaZA5QGxeK"""
860863977961730048,2017-05-06 14:29:01,"b""Read about @oldfriendssds in the Scene's cover story this week, and see it for yourself at today's open house.\xe2\x80\xa6 https://t.co/ysA8mG5xZ8"""
860856924073578496,2017-05-06 14:00:59,"b""Oh, the thinks you may think! A collection of Dr. Seuss' paintings hangs this weekend at The Factory at Franklin.\xe2\x80\xa6 https://t.co/jb4ATnVYeY"""
860697914267635712,2017-05-06 03:29:08,"b'We feel you, Wally. https://t.co/nALAV16G3o'"
860696596270505984,2017-05-06 03:23:54,b'RT @paigereese11: @NashvilleScene Rocco was tired after that close game #scenepetparty https://t.co/QaY1iJxYgq'
860689442838724608,2017-05-06 02:55:28,"b""RT @nancy_c_floyd: It's exhausting being the life of the #ScenePetParty. https://t.co/TtlcibIvT4"""
860689315629805568,2017-05-06 02:54:58,b'Looks like trouble. https://t.co/2aTeRbfI2H'
860689199460229120,2017-05-06 02:54:30,"b""RT @TaraBelle76: @NashvilleScene #scenepetparty Rosie's got her hair did ! She's ready https://t.co/99RXGRjty8"""
860680933082624001,2017-05-06 02:21:39,b'It\xe2\x80\x99s Friday night! Are your pets enjoying #ScenePetParty and the Preds game more than sleepy Kingsley? https://t.co/iM9TOojbYe'
860664798559830016,2017-05-06 01:17:33,b'She suffered a stroke last night and is hospitalized in Nashville https://t.co/aShmjBK06x'
860664252029382657,2017-05-06 01:15:22,"b'RT @NashvilleCream: .@LorettaLynn has been hospitalized, according to a notice on her official website. https://t.co/tEDLwDsAxC https://t.c\xe2\x80\xa6'"
860604008154771456,2017-05-05 21:15:59,b'RT @pithinthewind: Should the judge overseeing short-term rental violators own short-term rental property himself?\nhttps://t.co/fCp5mK9tki\xe2\x80\xa6'
860595487291867136,2017-05-05 20:42:07,"b'RT @NPostPolitics: State Sen. Mark Green drops out of consideration for Army Secretary post amid criticism from ACLU, NAACP, others https:/\xe2\x80\xa6'"
860593061193240576,2017-05-05 20:32:29,"b'RT @NashvilleCream: Check out some of our favorite local tracks so far this year, feat. @LITO615 @guitarleena \n@lylasTN &amp; more. https://t.c\xe2\x80\xa6'"
860539601525641218,2017-05-05 17:00:03,"b""Exploring David Lynch's body of work ahead of his @Belcourt retrospective, which kicks off today.\xe2\x80\xa6 https://t.co/vmUpZcZRuV"""
860535875805089792,2017-05-05 16:45:15,"b""Pretty sure @dog_rates would give all the h*ckin' great doggos in our Pet Issue a 12/10. They're good dogs, Brent.\xe2\x80\xa6 https://t.co/NSzPUwH1QW"""
860532231303024641,2017-05-05 16:30:46,"b""RT @pithinthewind: What? The State Legislature is looking to screw Nashville and override any local control?\n\nWE'RE SHOCKED https://t.co/vQ\xe2\x80\xa6"""
860530842095034368,2017-05-05 16:25:15,"b""RT @AmieeStubbsPix: Be sure to grab a copy of this week's Nashville Scene Pet Issue! I've got some photography tips on page 20!... https://\xe2\x80\xa6"""
860529529009442817,2017-05-05 16:20:02,b'RT @BitesBlog: Kick off spring with the Richland Park MarketFest https://t.co/u6k3OlVGO7 https://t.co/wm8Sr5UlcJ'
860524631513550848,2017-05-05 16:00:34,"b""Scrambled excellence: John Besh's Marsh House shines, even with one or two glitches. @MarshHouseRest\xe2\x80\xa6 https://t.co/r5qJ092GmI"""
860524499938156545,2017-05-05 16:00:03,"b""Scrambled excellence: John Besh's Marsh House shines, even with one or two glitches. @MarshHouseRest\xe2\x80\xa6 https://t.co/ExQ7NHIWrr"""
860513021394907136,2017-05-05 15:14:26,"b'Special thanks to @steveharuch, who has been working on this project for a year. https://t.co/enzwhTRTz4'"
860512658155601920,2017-05-05 15:12:59,"b""Fantastic news: A book of Jim Ridley's film criticism will be published by Vanderbilt Press next year.\xe2\x80\xa6 https://t.co/JS5cKyWdrs"""
860509058427740162,2017-05-05 14:58:41,b'RT @NashvilleCream: .@ChrisStapleton to bring his All American Road Show to Bridgestone Arena https://t.co/I86cDMOpw4 https://t.co/8J7ruSNf\xe2\x80\xa6'
860497516541902849,2017-05-05 14:12:49,"b""RT @pithinthewind: Metastatic cancer? It'll cost you an extra $140K. Breast cancer? An extra $28K. Pregnancy? $17K. But hey, enjoy the tax\xe2\x80\xa6"""
860495355724664832,2017-05-05 14:04:14,"b'RT @pithinthewind: ICYMI, every single GOP House member from TN voted for Trumpcare and to cut protections on pre-existing conditions \nhttp\xe2\x80\xa6'"
860494290564161536,2017-05-05 14:00:00,"b'Meet Gunner and Will, two local pups workin\xe2\x80\x99 h*ckin\xe2\x80\x99 hard to keep Nashville happy and safe. https://t.co/RhE93WzGnS https://t.co/u3kGy1Pp3G'"
860479207998095360,2017-05-05 13:00:04,b'What led a family\xe2\x80\x99s wrongful-death case against the state to get a second trial? https://t.co/ydqOJy1eve https://t.co/rYjDxWa9zQ'
860316968628490240,2017-05-05 02:15:23,b'You\xe2\x80\x99re a-ok. We like to keep our parties low-key. https://t.co/ZxFKGHXal1'
860311865032945664,2017-05-05 01:55:07,"b'RT @HeatherLose: Mr Rango enjoyed the #scenepetparty until he had one Hurricane too many, missed the parade, and ended up lost somewhere in\xe2\x80\xa6'"
860268747235504128,2017-05-04 23:03:47,"b""RT @NashvilleCream: The Spin was inspired by @HFTRR at @mercylounge last night. Here's what we saw and heard. https://t.co/VbvQk4mHOD https\xe2\x80\xa6"""
860245598343225344,2017-05-04 21:31:47,"b""RT @pithinthewind: Find out which Tennessee Republicans voted for Trumpcare...\n\n(It's all of them.)\nhttps://t.co/drqf1pKq3N https://t.co/RL\xe2\x80\xa6"""
860243529850912772,2017-05-04 21:23:34,b'RT @chrisconte: @NashvilleScene hard workers in this newsroom https://t.co/d9dPgkoPJ9'
860241152947232769,2017-05-04 21:14:08,b'\xf0\x9f\x91\x83\xe2\x9d\xa4\xef\xb8\x8f https://t.co/I5lJNPgrew'
860240568911368192,2017-05-04 21:11:48,b'\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb https://t.co/cEYsLjpjQw'
860240027774853121,2017-05-04 21:09:39,b'Would pet! https://t.co/6JAXVGXKu2'
860238879038877696,2017-05-04 21:05:05,b'Very good doggos! https://t.co/4SO2VojF7W'
860214695994773508,2017-05-04 19:29:00,"b""Here are the Tennessee Republicans who voted for Trumpcare. (It's all of them.) https://t.co/NoctV1PfbJ https://t.co/HN8xtF37wh"""
860212263646629888,2017-05-04 19:19:20,"b'We need close ups, thank you. https://t.co/HdCt3P9AJr'"
860211630352871425,2017-05-04 19:16:49,"b'RT @moredavid: I guarantee that the ""hustle and bustle"" of city life is why these people moved to midtown. https://t.co/dSyIETp00e'"
860208652719927297,2017-05-04 19:04:59,b'RT @NashvilleCream: Midtown bars look at Cinco de Mayo clash as nearby condo owners allegedly organize to file noise complaints. https://t.\xe2\x80\xa6'
860206077295681536,2017-05-04 18:54:45,b'RT @stan_i_am: @nashvillescene Niko is ready to party! #ScenePetParty https://t.co/YvF44CzBW0'
860205919178821634,2017-05-04 18:54:07,"b'RT @tncanoeguy: Billy the Kitty - ""What shall I knock off the shelf today?"" @NashvilleScene #ScenePetParty https://t.co/ZYOnEB3fBF'"
860205600063590401,2017-05-04 18:52:51,"b'RT @Colin_B_B: yo @NashvilleScene, this is Rory. He is 9.5 &amp; a really good dog #ScenePetParty https://t.co/QrKUwRiTrs'"
860193659341471744,2017-05-04 18:05:24,"b""RT @pithinthewind: .@AuntB: Free community college shouldn't just be for kids\nhttps://t.co/fwlqo0zeE6 https://t.co/jZuNBhxb43"""
860177261294747649,2017-05-04 17:00:15,"b'RT @NashvilleCream: .@steelismmusic releases ""Eno Nothing"" and ""Shake Your Heel,"" \'ism\' album details [Fresh Tracks] https://t.co/GaAR0cALt\xe2\x80\xa6'"
860177201408364544,2017-05-04 17:00:00,"b""How the National Endowment for the Humanities helped save literature in Tennessee, from @chapter16's @MargaretRenkl\xe2\x80\xa6 https://t.co/2OqS8FAGtx"""
860176961846554624,2017-05-04 16:59:03,b'It can\xe2\x80\x99t be a pet party without treats! https://t.co/sL0Ui0V9hf'
860168029652623360,2017-05-04 16:23:34,b'RT @dpatrickrodgers: Put together this guide to David Lynch (with lots of help from @jshawhan) ahead of his @Belcourt retrospective. https:\xe2\x80\xa6'
860166333404770304,2017-05-04 16:16:49,b'Show us your pets! Post your favorite pic using the hashtag #ScenePetParty to join the fun. Here are some of ours.\xe2\x80\xa6 https://t.co/HxZ6K1ZE3Q'
860161494247510016,2017-05-04 15:57:35,"b""The art crawl is this weekend! Read this month's Crawl Space column and find out what to see \xe2\x80\x94 and what to skip.\xe2\x80\xa6 https://t.co/GD5q8H048t"""
860155291589103616,2017-05-04 15:32:57,"b""RT @TylerNelsonCO: @mseling @NashvilleScene Duke would be one of the more stylish attendees at #ScenePetParty. He's a good boy. https://t.c\xe2\x80\xa6"""
860151533652111360,2017-05-04 15:18:01,"b""RT @mseling: OK, Nashville, let's see your pets! The @NashvilleScene is throwing a #ScenePetParty and your lil' monsters are all invited. H\xe2\x80\xa6"""
860134247851491328,2017-05-04 14:09:19,b'RT @BitesBlog: .@TNBrewWorks is throwing a big block party. https://t.co/VlrxATmTtb https://t.co/gktYT37AFq'
860134054347386880,2017-05-04 14:08:33,"b""It's our Pet Issue: Old friends, dogs that work, Instagram stars, exotic creatures, cats that are jerks and more!\xe2\x80\xa6 https://t.co/B4KOaX5lGC"""
860123185810989056,2017-05-04 13:25:22,"b""RT @scavendish: Wow. Old Friends Senior Dog Sanctuary (@oldfriendssds) ended up second in #TheBigPayback yesterday, raising  $76K. That's a\xe2\x80\xa6"""
859969493208109056,2017-05-04 03:14:39,"b'RT @JackTheWallaby: JACK HAS BEEN FOUND!! Thank you to Trina Trout, her mom, and @NashvilleScene!!! Also, thank you to everyone else for sh\xe2\x80\xa6'"
859953774663794688,2017-05-04 02:12:11,"b""RT @mseling: OH NO! @JackTheWallaby is missing! If you see him, call the number right away and DON'T CHASE HIM. More info here: https://t.c\xe2\x80\xa6"""
859890018709626880,2017-05-03 21:58:51,b'RT @BitesBlog: The Music City Food and Wine Festival (@musiccityfw) announces programming changes. https://t.co/0vwsC9hMws https://t.co/dFH\xe2\x80\xa6'
859866582016806913,2017-05-03 20:25:43,"b""RT @iamstevenhale: Our site is working again so I'm posting a link to my cover story on Metro Police Chief Steve Anderson one more time htt\xe2\x80\xa6"""
859863007840665600,2017-05-03 20:11:31,"b""RT @GreekGoalie35: This gif has become this year's version of the triple OT winner from last season. Every time you watch, you find somethi\xe2\x80\xa6"""
859857112498933760,2017-05-03 19:48:05,"b""RT @BitesBlog: .@PegLegPorker's new 12-year-old Tennessee Straight Bourbon Whiskey wins Double Gold at prestigious @SFWSpiritsComp. https:/\xe2\x80\xa6"""
859828079828586496,2017-05-03 17:52:43,"b'@editblog It speeds up load time on mobile, significantly.'"
859816026300719105,2017-05-03 17:04:49,"b""RT @NashvilleCream: Yoni Wolf's @whywithaqmark looks toward the bright side, tonight at @thirdmanrecords: https://t.co/1FoARzBwLO https://t\xe2\x80\xa6"""
859813392231661568,2017-05-03 16:54:21,"b""'@Guardians of the Galaxy Vol. 2' \xe2\x80\x94\xc2\xa0opening this week \xe2\x80\x94 is a visual delight that digs deeper than 'Vol. 1.'\xe2\x80\xa6 https://t.co/Hvd01ec6us"""
859806982886371328,2017-05-03 16:28:53,"b'RT @BitesBlog: Headquarters Beercade opens downtown tonight, with retro arcade games, cocktails, craft beer and more https://t.co/5MdRG86uD\xe2\x80\xa6'"
859801375072559110,2017-05-03 16:06:36,b'RT @pithinthewind: Add Joe Haynes to the list of (allegedly) misbehaving men from the legislature\nhttps://t.co/AVpkpr1Lod https://t.co/kvvK\xe2\x80\xa6'
859794761993117696,2017-05-03 15:40:20,"b'This week, Advice King @thecroftonshow on home ownership. ""All you need is caulk!""  https://t.co/PMR5p3wgsw https://t.co/gnIcSs1VUJ'"
859777256067125248,2017-05-03 14:30:46,b'RT @scavendish: Just going to keep this image of Laviolette celebrating the Ellis goal on a loop today\nhttps://t.co/T7exAbkwmG'
859776374567055360,2017-05-03 14:27:16,"b""RT @NashSevereWx: Desktop notifications and email delivery of https://t.co/54RXqOj0oH is here. It's free, and we're not selling your email\xe2\x80\xa6"""
859769007574048768,2017-05-03 13:57:59,b'RT @scavendish: These are Cinnamon and Oreo at @oldfriendssds. You would never know Cinnamon has 3 legs by the way she chases bees.\nhttps:/\xe2\x80\xa6'
859768875457679360,2017-05-03 13:57:28,b'RT @scavendish: Old Friends is part of #TheBigPayback and depends entirely on donations for their work. https://t.co/nieDcDNPv4'
859763853906804736,2017-05-03 13:37:31,b'RT @scavendish: Wow. The Big Payback is off to a roaring start \xe2\x80\x94 $500K by 8:30 a.m.  You can follow the progress here: https://t.co/S0u6mYz\xe2\x80\xa6'
859754422288523268,2017-05-03 13:00:02,b'Old Friends Senior Dog Sanctuary (@oldfriendssds) in Mt. Juliet is a sanctuary for dogs that no one else wanted.\xe2\x80\xa6 https://t.co/o9p5YtXQXu'
859749483223146496,2017-05-03 12:40:24,"b'.@BoclairSports is exactly right: If you want a chance at the Cup, gotta win the close ones. Right now, the Preds a\xe2\x80\xa6 https://t.co/LdE5ffMAN0'"
859748818438508544,2017-05-03 12:37:46,"b'.@PredsNHL win another nail-biter against Blues, 2-1 (Video, Photos)\nhttps://t.co/TShuY4Rr6s https://t.co/JO9UZu633E'"
859745268102815744,2017-05-03 12:23:39,"b""'Drunk on a Plane' singer appointed to airport authority\nhttps://t.co/xhbkLOTD5i https://t.co/oezbrt9vqh"""
859627452431204353,2017-05-03 04:35:30,b'PREDS WIN! https://t.co/6tExNUJ8LQ'
859502667084824576,2017-05-02 20:19:39,"b""RT @pithinthewind: Tonight's Metro Council meeting will include a public hearing on short-term rentals. It's gonna be a long one. https://t\xe2\x80\xa6"""
859451209052282880,2017-05-02 16:55:10,b'RT @pithinthewind: The Lipstick Lounge invites Gov. @BillHaslam to visit before signing anti-LGBT bill https://t.co/aJpbD7bizp https://t.co\xe2\x80\xa6'
859449994973257728,2017-05-02 16:50:21,"b""RT @BitesBlog: Don't forget, it usually sells out: Generous Helpings is May 11, w/ dozens of restaurants, benefiting @2HarvestMidTN https:/\xe2\x80\xa6"""
859445909213630469,2017-05-02 16:34:07,"b""RT @BitesBlog: Cinco de Arnold's party coming to Arnold's Country Kitchen, with @caymanjack margaritas. https://t.co/GiXEkE8Bto https://t.c\xe2\x80\xa6"""
859437747727216640,2017-05-02 16:01:41,"b""RT @mseling: I am VERY VERY VERY excited about this week's issue (out Thursday) and I can't tell you why but here is a hint. https://t.co/2\xe2\x80\xa6"""
859427148255383556,2017-05-02 15:19:34,b'Short-term rental showdown expected at Metro Council tonight\nhttps://t.co/AW4eJZjQjM https://t.co/xKJunupgcT'
859418013765861378,2017-05-02 14:43:16,"b'RT @BitesBlog: Chef Kaelin Ulrich leaving Bajo Sexto to travel, stage\n\nhttps://t.co/AWO0BWl5G0 https://t.co/OPzLS4VAjY'"
859416118414495745,2017-05-02 14:35:44,b'RT @pithinthewind: Rev. Kevin Shrum wonders why people he\xe2\x80\x99s mean to are mean to him. @AuntB: https://t.co/5UUwk0ynuG https://t.co/Pl1uRjLwYt'
859143620624084993,2017-05-01 20:32:55,"b""RT @CountryLifeBlog: Trailer Park: Summer documentaries. Risk, 'Whose Streets?' and Elian\nhttps://t.co/oYycmBiDDN https://t.co/7tlwe5ksDV"""
859140029804838912,2017-05-01 20:18:39,b'RT @pithinthewind: DA: Decision on Jocques Clemmons shooting expected next week https://t.co/pRbJBJDsi8 https://t.co/UQGGDNs5R7'
859113247353581570,2017-05-01 18:32:14,"b'RT @NashvilleCream: After rocking out with @charly_bliss and @sadsadbaxter on Saturday, The Spin might be buying a confetti cannon: https:/\xe2\x80\xa6'"
859088251558252545,2017-05-01 16:52:54,"b'RT @AoDespair: Thank you for the shout-out, Chief Anderson. Help us all by focusing on violent crime and turning away from the drug war. ht\xe2\x80\xa6'"
859084240440492033,2017-05-01 16:36:58,b'RT @BitesBlog: A major craft brewers conference is coming to Nashville next year. https://t.co/bPbbZtdX2G https://t.co/O6hY81aqDH'
859084003089027072,2017-05-01 16:36:02,b'RT @pithinthewind: Lessons and questions seven years after the flood https://t.co/ingfjTCdq6 https://t.co/lwxNEEJklT'
859077127400017921,2017-05-01 16:08:42,"b""RT @NashvilleCream: Check out a new vid from @ThelmaandtheSle ahead of their debut LP 'Somebody's Doin' Somethin' ': https://t.co/W6mDjM4sB\xe2\x80\xa6"""
859044755442892801,2017-05-01 14:00:04,b'.@GatewayOrch celebrates May Day in grand style tonight at @FranklinTheatr: https://t.co/FHElhvCMlZ https://t.co/iu92hVHCrX'
859041329451552768,2017-05-01 13:46:27,"b""It's morning in Smashville: @PredsNHL take 2-1 lead behind Ryan Ellis\n[video, photos]\nhttps://t.co/IsGTTXrHEl https://t.co/7lPgfEJ60I"""
858823790146486272,2017-04-30 23:22:02,"b'RT @scavendish: Before the start of the playoffs, @BoclairSports called it: The key to postseason success will be Ryan Ellis\nhttps://t.co/J\xe2\x80\xa6'"
858807151845822464,2017-04-30 22:15:55,b'The @PredsNHL smashed those Blues! Preds are now up 2-1 in the series. \xf0\x9f\x8e\x89\xf0\x9f\x8f\x92 https://t.co/Pa0h11Mmj5'
858769556378136578,2017-04-30 19:46:32,"b'In our interview with Chief Anderson, we asked what he\'s been reading. ""The Corner"" by @AoDespair was on the list. https://t.co/dNASND1dm6'"
858727662499487744,2017-04-30 17:00:03,b'The Nashville Chamber Music Series plays contemporary music the old-fashioned way. Catch them this evening.\xe2\x80\xa6 https://t.co/vVOjPOgYSc'
858398919486779392,2017-04-29 19:13:45,"b'RT @NashvilleScene: Chief Anderson on losing an officer, the Clemmons shooting, civilian review boards, sparring with TBI and more \nhttps:/\xe2\x80\xa6'"
858362324779978752,2017-04-29 16:48:20,"b'Democracy in Crisis: When we march, we should be clear what we are marching for https://t.co/7Z4XJZlhz4 https://t.co/mvZ0uAXyV7'"
858342109950038024,2017-04-29 15:28:00,"b""The @nashvillesymph is in good hands with this weekend's guest conductor: https://t.co/em0s3gEFOM https://t.co/BtbdTLpubX"""
858335073833177088,2017-04-29 15:00:03,"b""Here's why you should catch @StreetTheatreCo's song-filled production of 'John &amp; Jen,' opening this weekend:\xe2\x80\xa6 https://t.co/9YkAJMPX97"""
858319719610429441,2017-04-29 13:59:02,"b'Breaking down one of the most influential pop albums, this morning at @Belcourt : https://t.co/nniPwBSU3G https://t.co/zQNRwI1PTq'"
858050062387171330,2017-04-28 20:07:31,b'RT @scavendish: [slow clap] https://t.co/k4XpFbSJTa'
858048179979272192,2017-04-28 20:00:02,"b'Cheap Eats: Smoked Mackerel Crostini, $7 at @nickysnashville https://t.co/INX8SZPUWW https://t.co/Zj7xXkoNVK'"
858041736840581120,2017-04-28 19:34:26,"b""RT @pithinthewind: Metro Police Chief Steve Anderson's reading list includes 'Hillbilly Elegy,' LBJ biographies and 'The Corner'\nhttps://t.\xe2\x80\xa6"""
858033079063064576,2017-04-28 19:00:02,"b""In 'The Songs of Trees,' David George Haskell writes with a poet\xe2\x80\x99s ear and a biologist\xe2\x80\x99s precision.\xe2\x80\xa6 https://t.co/8X8jC2KpnI"""
858017977974890501,2017-04-28 18:00:01,b'The Nashville Chamber Music Series plays contemporary music the old-fashioned way \xe2\x80\x94\xc2\xa0in the intimacy of private home\xe2\x80\xa6 https://t.co/m4YMqVjp6Q'
857987789064777728,2017-04-28 16:00:04,"b'Splices: This week at the movies, the @nashfilmfest wraps up, @WeAreTheCircle opens up and more.\xe2\x80\xa6 https://t.co/euFt1oGJzW'"
857985018265837568,2017-04-28 15:49:03,"b'RT @NashvilleCream: .@Harry_Styles will bring sophisticated pop, possibly #SadDads to @TheRyman: https://t.co/cB1JZVO2JR https://t.co/wrAt7\xe2\x80\xa6'"
857978473884897283,2017-04-28 15:23:03,b'RT @pithinthewind: .@AuntB: Shame on us if we let developers desecrate Fort Negley https://t.co/QjHPUsS6Zq https://t.co/e4vE3VCzt0'
857971431753297920,2017-04-28 14:55:04,b'RT @BitesBlog: Fab workshop aims to empower female food-and-beverage professionals. https://t.co/P6G1t7z5UV https://t.co/T2owE9QenU'
857936623635509249,2017-04-28 12:36:45,"b'RT @NashvilleCream: Take a listen to the raucous, bluesy ""Second One to Know"" from @ChrisStapleton\'s forthcoming \'From A Room: Vol. 1\': htt\xe2\x80\xa6'"
