id,created_at,text,#retweets,#favorites
932383112981635072,2017-11-19 23:00:31,"b""14 reasons you're tired all the time https://t.co/GCWspelwDi""",22,45
932379214732582914,2017-11-19 22:45:02,b'The 10 commandments of salary negotiation https://t.co/ZqpWwNkzcx',36,83
932375521270423554,2017-11-19 22:30:21,b'Why mosquitoes bite some people and not others https://t.co/RSDCWi1c5r',83,93
932372932860444674,2017-11-19 22:20:04,b'Y Combinator has quietly cut ties with Peter Thiel https://t.co/qviHabJv5D',12,28
932371684111323136,2017-11-19 22:15:06,b'How one couple managed to retire early\xe2\x80\x94to Spain https://t.co/Rq71V5H5H5',15,66
932368024136572931,2017-11-19 22:00:34,"b""Watch a man lose it when his wife reveals she's pregnant in a photo booth https://t.co/lrqGTMZgfv""",13,54
932364112012685312,2017-11-19 21:45:01,b'Adorable 3-year old makes surprisingly convincing argument for why he deserves a cupcake https://t.co/bOs4UijIoH',37,94
932360413559312386,2017-11-19 21:30:19,"b""This is how the average American man's body compares to others from around the world https://t.co/UsHATNMdmA""",37,47
932356576500965376,2017-11-19 21:15:04,b'These are the 10 most filling foods for weight loss https://t.co/VU7xVogxTq',30,96
932354055044820993,2017-11-19 21:05:03,"b'""Justice League"" disappoints at U.S. box office with $96 million opening https://t.co/ZKbfgZnxXv'",16,29
932352912583528448,2017-11-19 21:00:31,b'These are the worst jobs in America https://t.co/FQoS0tK20t',19,37
932350293865582592,2017-11-19 20:50:06,"b""Jerry Jones is still fighting NFL commissioner Roger Goodell's new contract https://t.co/YwVNLAy5QW""",16,35
932349023381532677,2017-11-19 20:45:04,"b""11 reasons why you're not losing belly fat https://t.co/woagvBeK5e""",60,99
932346517289164800,2017-11-19 20:35:06,b'Zimbabwe President Robert Mugabe shocks country by not resigning in TV address https://t.co/3nq3m5VAki',143,103
932345315574808581,2017-11-19 20:30:20,b'What happens if you swipe your debit card as \xe2\x80\x9ccredit\xe2\x80\x9d https://t.co/LEVsEqiOEB',20,49
932341488192835584,2017-11-19 20:15:07,b'This is the best answer to the question: What are your salary requirements? https://t.co/HXctMn7i7B',22,75
932337835104964609,2017-11-19 20:00:36,b'3 breakfast rules to follow to lose weight https://t.co/cWAGw1BLDo',23,65
932335187211571207,2017-11-19 19:50:05,b'Model accuses Russell Simmons of sexual misconduct when she was 17 https://t.co/KtwTWcP0W9',57,63
932333930551836673,2017-11-19 19:45:05,b'Are you smarter than most American millennials? https://t.co/fLc4auHExL',14,39
932331422228021250,2017-11-19 19:35:07,"b""Nine board members will leave General Electric as part of new CEO's restructuring efforts https://t.co/c2o874vz4r""",23,35
932328887589236743,2017-11-19 19:25:03,b'President Trump tweets that he should have left UCLA basketball players in jail https://t.co/TyAxkHBYwg',70,91
932326372961333248,2017-11-19 19:15:03,b'Happy thoughts: Here are the things proven to make you happier https://t.co/ODHwcoRVOi',44,91
932322720041357313,2017-11-19 19:00:32,b'How to live to 100: Researchers find new genetic clues\nhttps://t.co/rcZJN0yCi3',23,55
932320090443386888,2017-11-19 18:50:05,"b'Mel Tillis, longtime country singer, dies at 85 https://t.co/SD3wqRre2A'",21,42
932318823600082944,2017-11-19 18:45:03,"b'Watch this orangutan ""laugh"" hysterically at a zoo visitor\'s magic trick https://t.co/4qPeoYphy0'",81,247
932315090946281473,2017-11-19 18:30:13,b'Watch this female stunt driver prank unsuspecting dates with her mad rally-driving skills https://t.co/KQ9y1Ku3KG',20,72
932312587433324545,2017-11-19 18:20:17,"b'Zimbabwe President Robert Mugabe to resign, official says https://t.co/kTVlhJPfvp'",94,132
932311295956803585,2017-11-19 18:15:09,"b""Monkey is completely obsessed with a poor cat that's just trying to nap https://t.co/gi9mQ2y7dL""",48,169
932308777105346560,2017-11-19 18:05:08,b'Washington couple and son found dead in apparent double murder-suicide https://t.co/hFOLdLJ6lN',20,25
932307639215837185,2017-11-19 18:00:37,b'How to motivate yourself: 3 steps backed by science https://t.co/NjR7gIaEpn',83,159
932306244555157504,2017-11-19 17:55:04,"b""Find out who readers think should be named TIME's Person of the Year for 2017 https://t.co/QjXnIJsXP6""",36,78
932303753566355456,2017-11-19 17:45:10,"b""Here's the horrifying thing that happens when you pour molten copper on a Big Mac https://t.co/o7V51MFExR""",31,44
932302493102628865,2017-11-19 17:40:10,"b'Steve Mnuchin: ""I didn\'t realize"" viral dollar bill photos would go public https://t.co/ve2Rha5qa7'",41,105
932300023244754947,2017-11-19 17:30:21,b'Here\xe2\x80\x99s what happens when you drink red wine every night https://t.co/4bN7VRZ0PW',53,119
932296190145818624,2017-11-19 17:15:07,"b""See who you're most likely to marry based on where you live https://t.co/FRpI7RSdb9""",13,48
932292533547405312,2017-11-19 17:00:35,b'The 13 most influential candy bars of all time https://t.co/COgBLD8KKm',45,97
932291155097776129,2017-11-19 16:55:07,b'Tesla\xe2\x80\x99s new Roadster will be upgradeable beyond its already absurd base speed https://t.co/D4fSAT0lxm',35,72
932288649210757123,2017-11-19 16:45:09,b'New Orleans just elected its first female mayor https://t.co/VFQe1qur4m',111,360
932287368530407425,2017-11-19 16:40:04,b'Americans are renouncing their citizenship in record-breaking numbers https://t.co/gzbrnNmwnl',164,185
932284938904326144,2017-11-19 16:30:25,b'33 questions that were asked at Apple job interviews https://t.co/hwu7hFFY1z',66,118
932282334430334981,2017-11-19 16:20:04,"b'""Come back Barack"" \'90s-inspired ""SNL"" sketch begs Obama to come back https://t.co/igqIU2KKD3'",127,568
932281089657360387,2017-11-19 16:15:07,"b'How Bill Gates, Mark Zuckerberg and other successful people start their day https://t.co/hKiwUxIjxS'",88,157
932279822881083392,2017-11-19 16:10:05,"b""Lena Dunham apologizes after defending 'Girls' writer accused of sexual assault https://t.co/CnzCEJiYI7""",24,41
932277463043985410,2017-11-19 16:00:42,"b'5 ways to conquer fear and anxiety, according to Dale Carnegie https://t.co/jur3Nn6L4f'",56,129
932276042970124288,2017-11-19 15:55:04,"b""'SNL' targets alum Al Franken amid sexual misconduct allegations https://t.co/oi7FTmlChJ""",17,59
932273563847090177,2017-11-19 15:45:13,b'5 signs you will become a millionaire https://t.co/yCtqjc8qjk',37,76
932269795122335744,2017-11-19 15:30:14,b'How to increase mental toughness: 4 secrets of Navy SEALs and Olympians https://t.co/o1ezYell4J',86,205
932267254489800704,2017-11-19 15:20:08,b'At least 15 die in stampede for food aid in Morocco https://t.co/KcCOINpuKe',60,38
932265970240049154,2017-11-19 15:15:02,"b""19 secrets your millionaire neighbor won't tell you https://t.co/WynNfaABYP""",35,92
932262335464566784,2017-11-19 15:00:36,"b'Use a ""fake"" location to get cheaper plane tickets https://t.co/GSTmky4Ewk'",104,245
932258447944495104,2017-11-19 14:45:09,"b'""7 reasons why you\xe2\x80\x99re working out and still not losing weight"" https://t.co/jpfvcwWbHD'",64,92
932254716750417920,2017-11-19 14:30:19,b'You asked: Should I wash my hair every day? https://t.co/kozR6wocnG',33,59
932250875086688256,2017-11-19 14:15:03,"b""The best tourist attractions you haven't heard of yet https://t.co/iEZ8x3ilQS""",27,65
932249622218788869,2017-11-19 14:10:04,b'Zimbabwe ruling party fires Robert Mugabe as leader https://t.co/AlMdAanwUr',86,111
932247200431779840,2017-11-19 14:00:27,b'The boring secret to getting rich https://t.co/VXSsYdkhPG',39,123
932243322671960064,2017-11-19 13:45:03,"b""The 18 best jobs for people who don't like people https://t.co/kWrxYK8qXM""",114,237
932239573979160578,2017-11-19 13:30:09,b'7 surprising benefits of exercise https://t.co/ACWvHsWg62',53,111
932235789928423424,2017-11-19 13:15:07,b'Science finally discovered why flamingos stand on 1 leg https://t.co/I4YwAiQOgp',91,175
932234514239315973,2017-11-19 13:10:02,b'Helping veterans through art https://t.co/zFaTbylXwI',26,45
932232125876723712,2017-11-19 13:00:33,b'The case against low-fat milk is stronger than ever https://t.co/j8nK9gbs8d',31,58
932228242664247296,2017-11-19 12:45:07,b'Scientists discover why hair turns gray and goes bald https://t.co/9nOf0U8XVh',97,168
932224453144129536,2017-11-19 12:30:04,b'These are the most sexually provocative movies of all time https://t.co/MIKliq5vNJ',33,135
932220682217447424,2017-11-19 12:15:05,b'This is the science of how women can have twins with 2 different fathers https://t.co/i8scU8VMwZ',100,192
932216999362682880,2017-11-19 12:00:27,b'The weirdly hydrating thing you should drink after a workout https://t.co/6vLd8S7q84',30,61
932213154733608961,2017-11-19 11:45:10,b'What type of exercise is best for the brain? https://t.co/VpodhDUj2j',99,180
932209397002104832,2017-11-19 11:30:14,b'See photos of celebrities when they were kids https://t.co/YQ84lCNabG',25,79
932205574321852416,2017-11-19 11:15:03,"b""7 ways to deal with coworkers you don't like https://t.co/JCAMP852YO""",71,158
932201886031196160,2017-11-19 11:00:23,"b""'Death cleaning' is the newest way to declutter. Here's what to know https://t.co/ZzHLHhx9Wr""",40,72
932198029502935040,2017-11-19 10:45:04,"b""Why you shouldn't charge your mobile phone overnight https://t.co/7jJByQsPtC""",132,211
932194272216076288,2017-11-19 10:30:08,"b""It's true: Alcohol helps you speak a foreign language better https://t.co/VJVo5kY6yL""",691,1448
932190489775927296,2017-11-19 10:15:06,b'This is the one city Anthony Bourdain says he could live in forever https://t.co/aR4PBayu4s',12,55
932186757860380672,2017-11-19 10:00:16,"b""16 high-paying jobs that won't overwork you https://t.co/K8YcVzRtWv""",33,73
932182924262330368,2017-11-19 09:45:02,"b'Men are more satisfied by \xe2\x80\x98bromances\xe2\x80\x99 than their romantic relationships, study says https://t.co/D5JVUBLJmd'",54,108
932179186076340224,2017-11-19 09:30:11,"b""This is Bobby Flay's number one restaurant etiquette rule he never breaks https://t.co/QPd34Qtdgx""",17,45
932175386045308930,2017-11-19 09:15:05,b'35 celebrities that look completely different with beards https://t.co/Q2t9CyFwsf',22,81
932171706944442368,2017-11-19 09:00:28,"b'7 ways to get people to like you, from an FBI behavior expert https://t.co/1HIx3Dh73c'",102,251
932167851472977920,2017-11-19 08:45:09,b'4 extremely easy ways to fake confidence https://t.co/OA80Te8B5e',31,97
932164094957940737,2017-11-19 08:30:13,b'20 hotels you didn\xe2\x80\x99t know were owned by celebrities https://t.co/FJm8xdPXlt',45,82
932160284843741184,2017-11-19 08:15:05,b'20 health mistakes to stop making before you turn 40 https://t.co/h8LnDUDWU7',80,173
932156554572378112,2017-11-19 08:00:15,b'15 words you need to eliminate from your vocabulary https://t.co/C11xVpAqcE',59,146
932152735255982080,2017-11-19 07:45:05,b'10 small things you can do every day to get smarter https://t.co/VyY54A5Mby',94,232
932148980234051584,2017-11-19 07:30:10,"b'""How to get in shape using psychology: 6 new tricks from research"" https://t.co/4qzS8mxUX6'",41,121
932145182199332866,2017-11-19 07:15:04,b'Science points to the single most valuable personality trait https://t.co/sxnZM57HFo',123,224
932141446861291520,2017-11-19 07:00:13,"b""Here's why you may be aging faster than your friends https://t.co/GxoVbht4Cg""",39,97
932137632619954176,2017-11-19 06:45:04,b'18 headphone brands ranked from worst to first https://t.co/ja4MN82oJU',79,176
932133895319031808,2017-11-19 06:30:13,b'How Amazon delivers packages in less than an hour https://t.co/8d1BwSimJI',62,119
932130077172731906,2017-11-19 06:15:03,b'Watch this guy propose to his girlfriend 365 times without her knowing https://t.co/4pUaXaXh6B',44,196
932126334024847360,2017-11-19 06:00:10,b'This secret button on your airplane seat will instantly give you more space https://t.co/gDk1XHbND5',46,99
932122551635062785,2017-11-19 05:45:08,"b'""This is the secret to learning a foreign language as an adult"" https://t.co/9o1UCuMb01'",194,569
932118761448071168,2017-11-19 05:30:05,"b'This is the best city in Europe, according to travelers https://t.co/cCQ6WTWoX5'",43,120
932114979414736896,2017-11-19 05:15:03,"b'The 5 habits that will make you happy, according to science https://t.co/Mrz9fZQ1Re'",114,217
932111262057680896,2017-11-19 05:00:17,b'The 10 greatest electric-guitar players of all time https://t.co/b8MIdHzaOn',104,184
932107436919533568,2017-11-19 04:45:05,b'5 quick ways to boost your metabolism https://t.co/uFnWP2zYcm',53,153
932103689174749184,2017-11-19 04:30:11,b'5 ways to make enough side money to eventually quit your job https://t.co/88rmtCu9Dk',84,207
932099884882284544,2017-11-19 04:15:04,"b""This body language means you're about to be cheated https://t.co/74QhXVbiVC""",52,127
932096162898829312,2017-11-19 04:00:17,b'The 12 worst habits for your mental health https://t.co/5mNsc8zmMn',135,260
932092338775699457,2017-11-19 03:45:05,b'Anthony Bourdain reveals the most annoying thing you can do at the airport https://t.co/aiIGXM3WGU',30,92
932088590418481152,2017-11-19 03:30:11,b'Watch driving instructors get pranked by a pro racer https://t.co/e528WAhkbF',55,124
932084798436315136,2017-11-19 03:15:07,b'These are the 10 best international airports https://t.co/trA5CPUcSt',65,125
932084797870047233,2017-11-19 03:15:07,b'Here\xe2\x80\x99s what the U.S.-Mexico border actually looks like https://t.co/PnQ7vTnNV1',44,66
932081067963637760,2017-11-19 03:00:18,"b'""10 positive habits that could change your life"" https://t.co/tjtFRkWkcn'",158,265
932073485941264384,2017-11-19 02:30:10,b'Tiny piglet and tiny puppy become best friends https://t.co/xB56i7VpSo',123,323
932069690742059008,2017-11-19 02:15:05,b'This factor is key to your attractiveness https://t.co/WHMSAiDh9q',97,264
932065993383346176,2017-11-19 02:00:24,"b'People who start to watch porn are more likely to divorce, says study https://t.co/bCXlS8Tf6V'",58,130
932062144224428037,2017-11-19 01:45:06,b'18 behaviors of emotionally intelligent people https://t.co/ADPKb7WxmX',185,323
932058397507276800,2017-11-19 01:30:13,b'4 cooking mistakes that make you gain weight https://t.co/k6n1OmuVnY',24,55
932054584415211521,2017-11-19 01:15:04,"b""35 high-paying jobs that don't require a bachelor's degree https://t.co/nKOgxmcLlD""",55,103
932050880488202240,2017-11-19 01:00:21,"b""5 dumb ways you're wasting money without realizing it https://t.co/yBt85YKn4s https://t.co/SYuf2YG6Sq""",22,74
932047037981487105,2017-11-19 00:45:05,b'This app can scan and solve math equations instantly https://t.co/zcLscpL8qA',184,322
932043310713180160,2017-11-19 00:30:16,b'The healthiest way to cook mushrooms is totally surprising https://t.co/jbLzPa3kPd',28,74
932039479031889920,2017-11-19 00:15:02,b'You asked: What\xe2\x80\x99s the best way to lose 5 pounds fast? https://t.co/Pie8cRMA4K',14,64
932035808906932224,2017-11-19 00:00:27,b'How to make someone fall in love with you https://t.co/ptc2U9Awmj',38,127
932031942329069568,2017-11-18 23:45:06,b'The 5 things your kids will remember about you https://t.co/YffzRu3YrM',91,202
932028167363203073,2017-11-18 23:30:06,b'23 books Mark Zuckerberg thinks everyone should read https://t.co/LdKyHQ7DZX',194,507
932024396943851520,2017-11-18 23:15:07,b'Take this quiz to find out how well you know your Internet acronyms https://t.co/d8Z0BznsNj',25,55
932020729612206080,2017-11-18 23:00:32,"b""This is what you should do if you're trapped in quicksand https://t.co/nVZjze4cNe""",38,69
932016832680288257,2017-11-18 22:45:03,b'These are the 50 cheapest countries to live in https://t.co/0IYGqpBe0C',36,56
932013095588892672,2017-11-18 22:30:12,b'This is the one thing chef Jean Georges Vongerichten eats all day long https://t.co/yAcVCB0YP9',8,38
932009289656369152,2017-11-18 22:15:05,"b""11 things you probably didn't know about airplanes https://t.co/xzUc0FreqS""",37,78
932001768258580481,2017-11-18 21:45:11,b'The 15 best cities in Europe https://t.co/1NpLm4l2ud',74,200
932000935949357056,2017-11-18 21:41:53,"b""Republican Senator Jeff Flake calls the GOP 'toast' on a hot mic\nhttps://t.co/ai2YGcXa0r""",106,272
931999816351133696,2017-11-18 21:37:26,b'Progressive pastors: Roy Moore is unfit for U.S. Senate\nhttps://t.co/YsF7avHr2S',114,267
931998340266459136,2017-11-18 21:31:34,b'David Cassidy has been hospitalized for organ failure\nhttps://t.co/OluolFhsQ0',53,74
931998032614305792,2017-11-18 21:30:21,b'Most divorces happen in these two months https://t.co/lB1OGdtqYm',23,20
931994179781234688,2017-11-18 21:15:02,b'You asked: Why do I always wake up at 3 a.m.? https://t.co/Fs9KbXuYsC',61,140
931991677782372352,2017-11-18 21:05:06,"b'Honda recalls 900,000 Odyssey minivans due to injuries\nhttps://t.co/R0WgQmFuL1'",33,29
931990596964814848,2017-11-18 21:00:48,b'A U.S. warship collided with a tugboat in Japanese waters\nhttps://t.co/D6P1Z57SR1',39,42
931990558402383873,2017-11-18 21:00:39,b'The 25 cities where millennials are moving https://t.co/0ER5vJNrmV',32,56
931987066023546882,2017-11-18 20:46:46,"b""Fashion designer and 'King of Cling' Azzedine Alaia dies\nhttps://t.co/LFZLLQt6ep""",38,70
931986628209467393,2017-11-18 20:45:02,b'This chart tells you how likely you are to get divorced https://t.co/Kv4TEB8h6A',4,13
931985845925670912,2017-11-18 20:41:55,b'2 suspects on the run after gun battle with police\nhttps://t.co/qU2VagIIrB',12,19
931982927889563648,2017-11-18 20:30:20,b'8 things ER doctors refuse to have in their homes https://t.co/9qw3iTe7aG',40,58
931979090567057409,2017-11-18 20:15:05,b'4 ways to tell if you\xe2\x80\x99re with the right person https://t.co/R2TalORSet',24,80
931978334539526145,2017-11-18 20:12:04,b'Twitter will ban user ties to violent groups \xe2\x80\x98both on and off the platform\xe2\x80\x99\nhttps://t.co/JyxS3AOeas',75,159
931977203335749634,2017-11-18 20:07:35,"b""'Is Ambassador Kislyak in the room?' Jeff Sessions jokes about Russia ties during conference\nhttps://t.co/iA19jwdVLV""",34,42
931975634867322882,2017-11-18 20:01:21,b'Bakery apologizes for replacing Jesus with a sausage roll in Nativity scene\nhttps://t.co/uQCb6aycWg',39,103
931975431468781569,2017-11-18 20:00:32,b'10 habits you should abandon now to improve productivity https://t.co/8Ner5I0fqm',46,89
931972788952485889,2017-11-18 19:50:02,"b""'All I see is little legs.' 2 boys killed on sidewalk as crash sends police car off road\nhttps://t.co/A7Eh3fanKB""",30,28
931971556158377990,2017-11-18 19:45:08,b'9 trips to take with your significant other https://t.co/9EqgO1rH2j',23,107
931971011637071872,2017-11-18 19:42:59,"b'Man tricked teen girls into online sex acts and threatened to post their images online, police say\nhttps://t.co/RW9IOBCS50'",33,27
931967804772900866,2017-11-18 19:30:14,b'These are the 50 best podcasts right now https://t.co/jyb3viNe2j',43,171
931967790063542274,2017-11-18 19:30:10,b'10 things that can affect your fertility https://t.co/2wrz5BQeR0',17,42
931967129678643200,2017-11-18 19:27:33,"b""'Worst nightmare.' Parents accuse hotel of negligence after 5-year-old boy's skull was crushed in rotating wall\nhttps://t.co/sQnVMovmPA""",21,39
931964967657656320,2017-11-18 19:18:58,"b""'Help me.' Video shows nurses laughing as 89-year-old veteran dies while gasping for air\nhttps://t.co/w3uBIliMSY""",141,104
931964002900602885,2017-11-18 19:15:08,"b""5 signs you're eating too little for how much you work out https://t.co/hG41wZZyU7""",26,56
931961479368204288,2017-11-18 19:05:06,b'MoviePass drops theater subscription to $7 a month - but how can it make money?\nhttps://t.co/qI0mztieCm',19,45
931960512627306496,2017-11-18 19:01:15,b'5 books that can change your life https://t.co/5zcAweZgX2',71,202
931959970098237440,2017-11-18 18:59:06,b'Puppies rescued from Puerto Rico may have infection that can be transmitted to humans\nhttps://t.co/ayitHMo9z3',50,78
931957761541394434,2017-11-18 18:50:19,"b""Manhunt for rookie police officer's killer continues after traffic stop shooting\nhttps://t.co/NmjJVmpaAA""",19,40
931956469121069056,2017-11-18 18:45:11,b'4 ways to learn anything in 20 hours https://t.co/1I5suVd4V0',95,242
931955586585055237,2017-11-18 18:41:41,"b""'I actually felt human.' Psychiatric patient said he escaped to prove he could be free and not hurt anybody\nhttps://t.co/WQ1v72J43m""",40,97
931952712652087296,2017-11-18 18:30:16,"b'""6 things to do to improve your relationship"" https://t.co/p7zZ4hi1nA'",37,96
931949938354900993,2017-11-18 18:19:14,b'The Republican tax bill\xe2\x80\x99s winners and losers\nhttps://t.co/Y7cWuOObm4',33,48
931948915406049281,2017-11-18 18:15:10,b'11 ways to have a successful career https://t.co/qJPOA1nuXS',40,108
931947634633461762,2017-11-18 18:10:05,b'Christine Keung is helping to improve lives in rural China https://t.co/5GpiHeA4Ag',8,31
931946020036136966,2017-11-18 18:03:40,b'Sexual misconduct allegations are toppling powerful men. Why not Donald Trump?\nhttps://t.co/WzneZ2FH8y',411,764
931945487648903168,2017-11-18 18:01:33,b'\xe2\x80\x98He will not step down.\xe2\x80\x99 Roy Moore allegations divide women in Alabama\nhttps://t.co/BfgdDAdbGH',14,31
931945204868943872,2017-11-18 18:00:26,"b'""How to be someone people love to talk to"" https://t.co/lVaRRcMspD'",24,81
931942662382465024,2017-11-18 17:50:20,"b'""I\xe2\x80\x99ve spent the last 20 years making my living explaining global politics to business people, politicians and the p\xe2\x80\xa6 https://t.co/N40Go2gxo7'",24,58
931941355198275585,2017-11-18 17:45:08,b'15 scientifically proven ways to be happier https://t.co/fMy1hp9X7j',41,126
931940779844661250,2017-11-18 17:42:51,"b""Germany bans children's smartwatches over surveillance concerns\nhttps://t.co/dz36FiYKA6""",77,115
931939743671177216,2017-11-18 17:38:44,"b'Megyn Kelly called Donald Trump ""tone deaf"" for criticizing Al Franken over sexual assault allegations\nhttps://t.co/sDmQqBr26e'",97,312
931937619352653824,2017-11-18 17:30:17,"b'""These 2 questions will help you stand out in an interview"" https://t.co/nq8pwT0vnK'",15,76
931934405332996096,2017-11-18 17:17:31,b'This is Richard Branson\xe2\x80\x99s number one piece of advice\nhttps://t.co/hkVAaNFK7F',36,123
931933810685612034,2017-11-18 17:15:09,b'25 commonly used phrases that can hinder your success https://t.co/nFWrHSeuhN',36,76
931930154426945536,2017-11-18 17:00:37,b'How to start working out in the morning https://t.co/EeysQpATDg',42,124
931926243020337152,2017-11-18 16:45:05,"b'""Why exercising is a higher priority than my career"" https://t.co/WYLbTtlebO'",92,286
931922963036868608,2017-11-18 16:32:03,"b""Stephen Colbert mocks Sean Hannity's chart about Hillary Clinton\nhttps://t.co/2eGHtSzNQ1""",45,161
931922516393816064,2017-11-18 16:30:16,b'What your sleeping position says about your relationship https://t.co/zpiHVo8Dw4',13,34
931920799946170370,2017-11-18 16:23:27,b'The newest first class perk is not having to see another human being on your flight\nhttps://t.co/V321pyR33f',86,154
931919950402457601,2017-11-18 16:20:05,b'Disney tried to hide the Millennium Falcon behind shipping containers but someone found it on Google Maps https://t.co/3OccPlYJC2',61,133
931919549892526080,2017-11-18 16:18:29,b'A woman who prevented Katy Perry from buying a former convent must pay $5 million\nhttps://t.co/SSViTsoCNR',15,65
931918712311074817,2017-11-18 16:15:09,b'How to parent like the Japanese do https://t.co/lXYDLFvFrR',38,124
931916504332894209,2017-11-18 16:06:23,"b'Lena Dunham defends former ""Girls"" producer after sexual assault allegations\nhttps://t.co/eTXrX7iMtj'",15,34
931915039841443840,2017-11-18 16:00:34,"b'The fasting diet improves your mood, sleep and sex https://t.co/bQGBMyriF0'",53,172
931914342190129152,2017-11-18 15:57:47,"b'Malcolm Young, AC/DC founding member and guitarist, dies at 64\nhttps://t.co/T9mdMm8KFt'",153,199
931913683642433537,2017-11-18 15:55:10,"b""Gabby Douglas apologizes for saying women should dress 'modestly' in response to her Olympic teammate's post about\xe2\x80\xa6 https://t.co/Gw4echTUI8""",26,82
931911170868563971,2017-11-18 15:45:11,"b""12 'unhealthy' foods nutritionists eat https://t.co/3gmSk1Q09R""",25,57
931907396863131648,2017-11-18 15:30:12,b'The ultimate Harry Potter quiz: Find out which house you truly belong in https://t.co/hQJ17eZrhr',36,80
931903597146714112,2017-11-18 15:15:06,"b'These are the 4 types of drunks, according to science https://t.co/I7mQ5qBm6x'",58,112
931900357130838016,2017-11-18 15:02:13,"b""Hillary Clinton: 'Very credible' sexual assault allegations against Donald Trump should be investigated\nhttps://t.co/HL1ZRYgYCK""",659,2278
931899934051270656,2017-11-18 15:00:32,"b'""5 things your clothes are saying about you"" https://t.co/ZeG2OxZveg'",21,58
931896792282779649,2017-11-18 14:48:03,"b'Palestinian official calls U.S. threat to close Washington office ""extortion""\nhttps://t.co/yFBVHMJ47S'",58,84
931896037979148289,2017-11-18 14:45:03,b'Find out if your personality fits your job https://t.co/pP0iNQxm6o',32,70
931896035294744577,2017-11-18 14:45:03,"b""Americans are embracing communal living. Here's why\nhttps://t.co/Yu1BDOee0V""",23,59
931894061547520000,2017-11-18 14:37:12,b'Father Solanus Casey on path to sainthood decades after his death\nhttps://t.co/kowdmZ5rMA',14,63
931892306030014464,2017-11-18 14:30:14,b'Drone video shows whales surrounding paddleboarder https://t.co/ODhN2wEqz2',128,307
931891313833889792,2017-11-18 14:26:17,b'U.S. Navy grounds crew that created obscene sky writings with warplane\nhttps://t.co/LswMXeVc9I',63,96
931888511841701888,2017-11-18 14:15:09,"b'5 tactics to win a negotiation, according to an FBI agent https://t.co/lxKE9erLqo'",52,155
931887259120521216,2017-11-18 14:10:10,b'Ryan Seacrest denies allegation of inappropriate behavior\nhttps://t.co/4Umoklwj04',34,44
931884855062908930,2017-11-18 14:00:37,b'How to be a better writer: 6 tips from Harvard\xe2\x80\x99s Steven Pinker https://t.co/PSQHC8aSZZ',82,227
931880935494160385,2017-11-18 13:45:03,b'9 things you should never skimp on when traveling https://t.co/6W778TvqKc',46,122
931877215029080065,2017-11-18 13:30:16,b'These are the 20 best cities for singles https://t.co/HVvYyn8jIT',47,100
931873411919425536,2017-11-18 13:15:09,"b'The best way to quit smoking, according to science https://t.co/wAAMHdUGn7'",65,161
931869717874270208,2017-11-18 13:00:28,b'Science of sexy: 5 things that can make you irresistible https://t.co/kF2m61Ffi5',19,64
931865846091313152,2017-11-18 12:45:05,"b""23 signs you're about to be fired https://t.co/fvauUusHpi""",37,72
931862110564429825,2017-11-18 12:30:14,b'These are the 10 richest people of all time https://t.co/fSbpCuHFsT',84,146
931858305017896960,2017-11-18 12:15:07,b'What 13 highly successful people do right before they go to bed https://t.co/9sAOHQ0Oad',75,261
931857022852714496,2017-11-18 12:10:01,"b'Linda Mugaruka wants people to think of coffee, not war, when they hear the word Congo https://t.co/WIWpzbcWBH'",57,150
931850751722303494,2017-11-18 11:45:06,b'These professions attract the most psychopaths https://t.co/GQaKBB8IEs',45,74
931846990543155201,2017-11-18 11:30:10,b'Americans are drinking themselves to death at record rates https://t.co/sRPSipmGXr',115,131
931843192043065345,2017-11-18 11:15:04,b'How many Americans are gay? https://t.co/PSPnR9ZhpH',39,63
931839515697795073,2017-11-18 11:00:27,"b""Norway is happiest country in the world. What's the secret? https://t.co/MQaXrGfWHu""",251,510
931835654853492736,2017-11-18 10:45:07,"b'""7 things to know about marriage"" https://t.co/gA5fxRGAcJ'",46,108
931831905485508608,2017-11-18 10:30:13,b'Never share these 3 things on social media https://t.co/TGEgAeYPpG',62,65
931828095996317696,2017-11-18 10:15:05,"b'""What makes you \'click\' with someone else?"" https://t.co/5s7wRzMa7S'",29,100
931824404891406336,2017-11-18 10:00:25,b'20 things you should throw away for better health https://t.co/Ya22YQiFNR',40,85
931820551303258113,2017-11-18 09:45:06,"b'17 books everyone should read, according to Bill Gates https://t.co/3f2OjDhobC'",172,448
931816787775279104,2017-11-18 09:30:09,b'Don\xe2\x80\x99t leave a job interview without asking these 3 questions https://t.co/tLmgjVUA0b',50,165
931812987266052096,2017-11-18 09:15:03,b'6 low-impact workouts that burn the most calories https://t.co/OGTGnKBp0f',67,146
931809293904568321,2017-11-18 09:00:22,"b'""Annoyance is a sign of a good relationship"" https://t.co/gt7tXn5oWF'",40,90
931805468326055936,2017-11-18 08:45:10,b'You asked: How often should I shower? https://t.co/YsBaD7bmse',28,70
931801701362872320,2017-11-18 08:30:12,b'What the music you love says about you and how it can improve your life https://t.co/vgEYxTwCHC',44,84
931797887062769664,2017-11-18 08:15:02,b'7 dead simple ways to make your computer run like new https://t.co/FgxsMeKnlm',89,269
931794184922689537,2017-11-18 08:00:20,b'5 high-paying jobs that will make you miserable https://t.co/cY01oesD2G',26,58
931790355569238016,2017-11-18 07:45:07,b'Quiz: How long will you live? https://t.co/9ntBj9oof4',22,69
